states_msa_code,states_msa,states_msa_full,geoid_msa,name_msa,cases,deaths,interval_start
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,3,0.0,2020-03-11
6,CA,CA,41860,San Francisco-Oakland-Hayward,8,0.0,2020-03-11
6,CA,CA,39820,Redding,0,0.0,2020-03-11
6,CA,CA,40140,Riverside-San Bernardino-Ontario,0,0.0,2020-03-11
6,CA,CA,37100,Oxnard-Thousand Oaks-Ventura,1,0.0,2020-03-11
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,0,0.0,2020-03-11
6,CA,CA,41740,San Diego-Carlsbad,0,0.0,2020-03-11
8,CO,CO,24060,Glenwood Springs,9,0.0,2020-03-11
8,CO,CO,19740,Denver-Aurora-Lakewood,5,0.0,2020-03-11
8,CO,CO,20780,Edwards,1,0.0,2020-03-11
8,CO,CO,22660,Fort Collins,0,0.0,2020-03-11
8,CO,CO,17820,Colorado Springs,0,0.0,2020-03-11
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,1,0.0,2020-03-11
9,CT,CT-MA,49340,Worcester,1,0.0,2020-03-11
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,5,0.0,2020-03-11
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,11,0.0,2020-03-11
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-11
12,FL,FL,27260,Jacksonville,1,0.0,2020-03-11
12,FL,FL,23540,Gainesville,0,0.0,2020-03-11
12,FL,FL,35840,North Port-Sarasota-Bradenton,0,0.0,2020-03-11
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,0,0.0,2020-03-11
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-11
12,FL,FL,34940,Naples-Immokalee-Marco Island,0,0.0,2020-03-11
12,FL,FL,15980,Cape Coral-Fort Myers,0,0.0,2020-03-11
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,2,0.0,2020-03-11
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,0,0.0,2020-03-11
12,FL,FL,39460,Punta Gorda,0,0.0,2020-03-11
13,GA,GA,40660,Rome,1,0.0,2020-03-11
13,GA,GA,10500,Albany,3,0.0,2020-03-11
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,6,0.0,2020-03-11
13,GA,GA,16340,Cedartown,0,0.0,2020-03-11
13,GA,GA,46660,Valdosta,1,0.0,2020-03-11
15,HI,HI,46520,Urban Honolulu,0,0.0,2020-03-11
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,7,0.0,2020-03-11
17,IL,IL-MO,41180,St. Louis,0,0.0,2020-03-11
18,IN,IN-KY,31140,Louisville/Jefferson County,0,0.0,2020-03-11
18,IN,IN,26900,Indianapolis-Carmel-Anderson,3,0.0,2020-03-11
18,IN,IN,29020,Kokomo,1,0.0,2020-03-11
18,IN,IN,31500,Madison,0,0.0,2020-03-11
18,IN,IN,28340,Kendallville,0,0.0,2020-03-11
18,IN,IN-MI,43780,South Bend-Mishawaka,1,0.0,2020-03-11
18,IN,IN-KY-OH,17140,Cincinnati,0,0.0,2020-03-11
19,IA,IA-NE,36540,Omaha-Council Bluffs,6,0.0,2020-03-11
19,IA,IA,26980,Iowa City,1,0.0,2020-03-11
20,KS,KS-MO,28140,Kansas City,0,0.0,2020-03-11
21,KY,KY,30460,Lexington-Fayette,0,0.0,2020-03-11
22,LA,LA,35380,New Orleans-Metairie,6,0.0,2020-03-11
22,LA,LA,43340,Shreveport-Bossier City,1,0.0,2020-03-11
24,MD,MD,12580,Baltimore-Columbia-Towson,2,0.0,2020-03-11
25,MA,MA,38340,Pittsfield,2,0.0,2020-03-11
25,MA,MA-NH,14460,Boston-Cambridge-Newton,0,0.0,2020-03-11
26,MI,MI,19820,Detroit-Warren-Dearborn,0,0.0,2020-03-11
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,1,0.0,2020-03-11
27,MN,MN,40340,Rochester,2,0.0,2020-03-11
28,MS,MS,25620,Hattiesburg,1,0.0,2020-03-11
29,MO,MO,17860,Columbia,0,0.0,2020-03-11
32,NV,NV,39900,Reno,0,0.0,2020-03-11
32,NV,NV,29820,Las Vegas-Henderson-Paradise,3,0.0,2020-03-11
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-11
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,35,0.0,2020-03-11
35,NM,NM,10740,Albuquerque,1,0.0,2020-03-11
35,NM,NM,42140,Santa Fe,1,0.0,2020-03-11
36,NY,NY,10580,Albany-Schenectady-Troy,0,0.0,2020-03-11
36,NY,NY,28740,Kingston,1,0.0,2020-03-11
37,NC,NC-SC,16740,Charlotte-Concord-Gastonia,1,0.0,2020-03-11
37,NC,NC,20500,Durham-Chapel Hill,0,0.0,2020-03-11
37,NC,NC,39580,Raleigh,1,0.0,2020-03-11
38,ND,ND,33500,Minot,1,0.0,2020-03-11
39,OH,OH,15940,Canton-Massillon,1,0.0,2020-03-11
39,OH,OH,41400,Salem,2,0.0,2020-03-11
39,OH,OH,17460,Cleveland-Elyria,0,0.0,2020-03-11
40,OK,OK,46140,Tulsa,0,0.0,2020-03-11
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,0,0.0,2020-03-11
41,OR,OR,25840,Hermiston-Pendleton,1,0.0,2020-03-11
41,OR,OR,13460,Bend-Redmond,1,0.0,2020-03-11
41,OR,OR,40700,Roseburg,0,0.0,2020-03-11
41,OR,OR,32780,Medford,0,0.0,2020-03-11
41,OR,OR,28900,Klamath Falls,0,0.0,2020-03-11
42,PA,PA,20700,East Stroudsburg,1,0.0,2020-03-11
45,SC,SC,43900,Spartanburg,0,0.0,2020-03-11
45,SC,SC,16700,Charleston-North Charleston,0,0.0,2020-03-11
46,SD,SD,43620,Sioux Falls,2,0.0,2020-03-11
46,SD,SD,26700,Huron,0,0.0,2020-03-11
46,SD,SD,33580,Mitchell,0,0.0,2020-03-11
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,1,0.0,2020-03-11
47,TN,TN-VA,28700,Kingsport-Bristol-Bristol,0,0.0,2020-03-11
48,TX,TX,30980,Longview,1,0.0,2020-03-11
48,TX,TX,19100,Dallas-Fort Worth-Arlington,1,0.0,2020-03-11
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,0,0.0,2020-03-11
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-11
49,UT,UT,41100,St. George,0,0.0,2020-03-11
49,UT,UT,36260,Ogden-Clearfield,0,0.0,2020-03-11
49,UT,UT,41620,Salt Lake City,1,0.0,2020-03-11
50,VT,VT,13540,Bennington,0,0.0,2020-03-11
50,VT,VT,15540,Burlington-South Burlington,1,0.0,2020-03-11
53,WA,WA,14740,Bremerton-Silverdale,0,0.0,2020-03-11
53,WA,WA,34580,Mount Vernon-Anacortes,0,0.0,2020-03-11
53,WA,WA,13380,Bellingham,0,0.0,2020-03-11
53,WA,WA,42660,Seattle-Tacoma-Bellevue,55,5.0,2020-03-11
53,WA,WA,21260,Ellensburg,2,0.0,2020-03-11
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-11
53,WA,WA,36500,Olympia-Tumwater,1,0.0,2020-03-11
53,WA,WA,47460,Walla Walla,0,0.0,2020-03-11
53,WA,WA,36020,Oak Harbor,1,0.0,2020-03-11
55,WI,WI,22540,Fond du Lac,2,0.0,2020-03-11
55,WI,WI,33340,Milwaukee-Waukesha-West Allis,1,0.0,2020-03-11
56,WY,WY,43260,Sheridan,1,0.0,2020-03-11
1,AL,AL,19460,Decatur,0,0.0,2020-03-12
2,AK,AK,11260,Anchorage,1,0.0,2020-03-12
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,0,0.0,2020-03-12
4,AZ,AZ,46060,Tucson,0,0.0,2020-03-12
5,AR,AR-MS-TN,32820,Memphis,1,0.0,2020-03-12
5,AR,AR,30780,Little Rock-North Little Rock-Conway,5,0.0,2020-03-12
5,AR,AR,38220,Pine Bluff,0,0.0,2020-03-12
6,CA,CA,41860,San Francisco-Oakland-Hayward,13,0.0,2020-03-12
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,18,0.0,2020-03-12
6,CA,CA,34900,Napa,0,0.0,2020-03-12
6,CA,CA,31460,Madera,0,0.0,2020-03-12
6,CA,CA,39820,Redding,0,0.0,2020-03-12
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-12
6,CA,CA,37100,Oxnard-Thousand Oaks-Ventura,0,0.0,2020-03-12
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,7,0.0,2020-03-12
6,CA,CA,23420,Fresno,0,0.0,2020-03-12
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-12
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-12
6,CA,CA,42100,Santa Cruz-Watsonville,0,0.0,2020-03-12
6,CA,CA,40140,Riverside-San Bernardino-Ontario,2,0.0,2020-03-12
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,4,0.0,2020-03-12
6,CA,CA,44700,Stockton-Lodi,2,0.0,2020-03-12
6,CA,CA,41740,San Diego-Carlsbad,3,0.0,2020-03-12
6,CA,CA,33700,Modesto,0,0.0,2020-03-12
6,CA,CA,47300,Visalia-Porterville,1,0.0,2020-03-12
8,CO,CO,20780,Edwards,7,0.0,2020-03-12
8,CO,CO,19740,Denver-Aurora-Lakewood,6,0.0,2020-03-12
8,CO,CO,24060,Glenwood Springs,1,0.0,2020-03-12
8,CO,CO,22660,Fort Collins,0,0.0,2020-03-12
8,CO,CO,17820,Colorado Springs,0,1.0,2020-03-12
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,2,0.0,2020-03-12
9,CT,CT-MA,49340,Worcester,0,0.0,2020-03-12
9,CT,CT,45860,Torrington,1,0.0,2020-03-12
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,7,0.0,2020-03-12
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,1,0.0,2020-03-12
12,FL,FL,39460,Punta Gorda,0,0.0,2020-03-12
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,0,0.0,2020-03-12
12,FL,FL,23540,Gainesville,1,0.0,2020-03-12
12,FL,FL,27260,Jacksonville,3,0.0,2020-03-12
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,10,0.0,2020-03-12
12,FL,FL,35840,North Port-Sarasota-Bradenton,2,0.0,2020-03-12
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,1,0.0,2020-03-12
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,1,0.0,2020-03-12
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-12
12,FL,FL,34940,Naples-Immokalee-Marco Island,0,0.0,2020-03-12
12,FL,FL,36740,Orlando-Kissimmee-Sanford,1,0.0,2020-03-12
12,FL,FL,15980,Cape Coral-Fort Myers,2,0.0,2020-03-12
13,GA,GA,46660,Valdosta,0,0.0,2020-03-12
13,GA,GA,10500,Albany,6,0.0,2020-03-12
13,GA,GA,40660,Rome,0,0.0,2020-03-12
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,0,1.0,2020-03-12
13,GA,GA,16340,Cedartown,0,0.0,2020-03-12
15,HI,HI,46520,Urban Honolulu,0,0.0,2020-03-12
17,IL,IL-MO,41180,St. Louis,0,0.0,2020-03-12
17,IL,IL,44100,Springfield,1,0.0,2020-03-12
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,7,0.0,2020-03-12
18,IN,IN,26900,Indianapolis-Carmel-Anderson,1,0.0,2020-03-12
18,IN,IN,28340,Kendallville,0,0.0,2020-03-12
18,IN,IN-MI,43780,South Bend-Mishawaka,0,0.0,2020-03-12
18,IN,IN-KY-OH,17140,Cincinnati,0,0.0,2020-03-12
18,IN,IN-KY,31140,Louisville/Jefferson County,2,0.0,2020-03-12
18,IN,IN,29020,Kokomo,0,0.0,2020-03-12
18,IN,IN,39980,Richmond,1,0.0,2020-03-12
18,IN,IN,31500,Madison,2,0.0,2020-03-12
19,IA,IA-NE,36540,Omaha-Council Bluffs,1,0.0,2020-03-12
19,IA,IA,26980,Iowa City,1,0.0,2020-03-12
20,KS,KS-MO,28140,Kansas City,4,1.0,2020-03-12
21,KY,KY,30460,Lexington-Fayette,1,0.0,2020-03-12
21,KY,KY,34460,Mount Sterling,1,0.0,2020-03-12
21,KY,KY-TN,17300,Clarksville,1,0.0,2020-03-12
22,LA,LA,35380,New Orleans-Metairie,1,0.0,2020-03-12
22,LA,LA,43340,Shreveport-Bossier City,0,0.0,2020-03-12
23,ME,ME,30340,Lewiston-Auburn,1,0.0,2020-03-12
24,MD,MD,12580,Baltimore-Columbia-Towson,0,0.0,2020-03-12
25,MA,MA-NH,14460,Boston-Cambridge-Newton,14,0.0,2020-03-12
25,MA,MA,38340,Pittsfield,0,0.0,2020-03-12
26,MI,MI,19820,Detroit-Warren-Dearborn,3,0.0,2020-03-12
26,MI,MI,24340,Grand Rapids-Wyoming,4,0.0,2020-03-12
26,MI,MI,11460,Ann Arbor,2,0.0,2020-03-12
26,MI,MI,29620,Lansing-East Lansing,1,0.0,2020-03-12
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,2,0.0,2020-03-12
27,MN,MN,40340,Rochester,0,0.0,2020-03-12
27,MN,MN,41060,St. Cloud,2,0.0,2020-03-12
28,MS,MS,25620,Hattiesburg,0,0.0,2020-03-12
29,MO,MO,17860,Columbia,1,0.0,2020-03-12
32,NV,NV,39900,Reno,0,0.0,2020-03-12
32,NV,NV,16180,Carson City,1,0.0,2020-03-12
32,NV,NV,29820,Las Vegas-Henderson-Paradise,3,0.0,2020-03-12
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-12
34,NJ,NJ-PA,10900,Allentown-Bethlehem-Easton,1,0.0,2020-03-12
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,64,0.0,2020-03-12
35,NM,NM,10740,Albuquerque,1,0.0,2020-03-12
35,NM,NM,42140,Santa Fe,1,0.0,2020-03-12
36,NY,NY,46540,Utica-Rome,1,0.0,2020-03-12
36,NY,NY,28740,Kingston,2,0.0,2020-03-12
36,NY,NY,10580,Albany-Schenectady-Troy,3,0.0,2020-03-12
37,NC,NC,49180,Winston-Salem,2,0.0,2020-03-12
37,NC,NC-SC,16740,Charlotte-Concord-Gastonia,4,0.0,2020-03-12
37,NC,NC-VA,47260,Virginia Beach-Norfolk-Newport News,3,0.0,2020-03-12
37,NC,NC,39580,Raleigh,2,0.0,2020-03-12
37,NC,NC,20500,Durham-Chapel Hill,0,0.0,2020-03-12
38,ND,ND,33500,Minot,0,0.0,2020-03-12
39,OH,OH,17460,Cleveland-Elyria,0,0.0,2020-03-12
39,OH,OH-PA,49660,Youngstown-Warren-Boardman,1,0.0,2020-03-12
39,OH,OH,41400,Salem,0,0.0,2020-03-12
39,OH,OH,15940,Canton-Massillon,0,0.0,2020-03-12
40,OK,OK,46140,Tulsa,0,0.0,2020-03-12
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,4,0.0,2020-03-12
41,OR,OR,32780,Medford,0,0.0,2020-03-12
41,OR,OR,40700,Roseburg,0,0.0,2020-03-12
41,OR,OR,28900,Klamath Falls,0,0.0,2020-03-12
41,OR,OR,13460,Bend-Redmond,0,0.0,2020-03-12
41,OR,OR,25840,Hermiston-Pendleton,1,0.0,2020-03-12
42,PA,PA,20700,East Stroudsburg,0,0.0,2020-03-12
45,SC,SC,43900,Spartanburg,0,0.0,2020-03-12
45,SC,SC,16700,Charleston-North Charleston,0,0.0,2020-03-12
46,SD,SD,43620,Sioux Falls,0,0.0,2020-03-12
46,SD,SD,33580,Mitchell,0,0.0,2020-03-12
46,SD,SD,10100,Aberdeen,1,0.0,2020-03-12
46,SD,SD,26700,Huron,0,0.0,2020-03-12
47,TN,TN,28940,Knoxville,1,0.0,2020-03-12
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,8,0.0,2020-03-12
47,TN,TN-VA,28700,Kingsport-Bristol-Bristol,0,0.0,2020-03-12
48,TX,TX,41700,San Antonio-New Braunfels,0,0.0,2020-03-12
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,2,0.0,2020-03-12
48,TX,TX,30980,Longview,0,0.0,2020-03-12
48,TX,TX,19100,Dallas-Fort Worth-Arlington,6,0.0,2020-03-12
49,UT,UT,41100,St. George,0,0.0,2020-03-12
49,UT,UT,36260,Ogden-Clearfield,0,0.0,2020-03-12
49,UT,UT,41620,Salt Lake City,2,0.0,2020-03-12
50,VT,VT,15540,Burlington-South Burlington,0,0.0,2020-03-12
50,VT,VT,13540,Bennington,0,0.0,2020-03-12
53,WA,WA,14740,Bremerton-Silverdale,0,0.0,2020-03-12
53,WA,WA,49420,Yakima,2,0.0,2020-03-12
53,WA,WA,13380,Bellingham,0,0.0,2020-03-12
53,WA,WA,36500,Olympia-Tumwater,0,0.0,2020-03-12
53,WA,WA,44060,Spokane-Spokane Valley,0,0.0,2020-03-12
53,WA,WA,36020,Oak Harbor,2,0.0,2020-03-12
53,WA,WA,34580,Mount Vernon-Anacortes,1,0.0,2020-03-12
53,WA,WA,21260,Ellensburg,0,0.0,2020-03-12
53,WA,WA,47460,Walla Walla,1,0.0,2020-03-12
53,WA,WA,42660,Seattle-Tacoma-Bellevue,74,3.0,2020-03-12
55,WI,WI,33340,Milwaukee-Waukesha-West Allis,0,0.0,2020-03-12
55,WI,WI,22540,Fond du Lac,0,0.0,2020-03-12
56,WY,WY,43260,Sheridan,0,0.0,2020-03-12
1,AL,AL,26620,Huntsville,1,0.0,2020-03-13
1,AL,AL,46220,Tuscaloosa,1,0.0,2020-03-13
1,AL,AL,13820,Birmingham-Hoover,2,0.0,2020-03-13
1,AL,AL,19460,Decatur,0,0.0,2020-03-13
1,AL,AL,33860,Montgomery,2,0.0,2020-03-13
2,AK,AK,11260,Anchorage,0,0.0,2020-03-13
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,0,0.0,2020-03-13
4,AZ,AZ,46060,Tucson,0,0.0,2020-03-13
5,AR,AR-MS-TN,32820,Memphis,0,0.0,2020-03-13
5,AR,AR,38220,Pine Bluff,0,0.0,2020-03-13
5,AR,AR,30780,Little Rock-North Little Rock-Conway,1,0.0,2020-03-13
6,CA,CA,41860,San Francisco-Oakland-Hayward,21,0.0,2020-03-13
6,CA,CA,47300,Visalia-Porterville,1,0.0,2020-03-13
6,CA,CA,41740,San Diego-Carlsbad,4,0.0,2020-03-13
6,CA,CA,23420,Fresno,0,0.0,2020-03-13
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,1,0.0,2020-03-13
6,CA,CA,33700,Modesto,0,0.0,2020-03-13
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,14,1.0,2020-03-13
6,CA,CA,42100,Santa Cruz-Watsonville,0,0.0,2020-03-13
6,CA,CA,34900,Napa,0,0.0,2020-03-13
6,CA,CA,42220,Santa Rosa,0,0.0,2020-03-13
6,CA,CA,31460,Madera,0,0.0,2020-03-13
6,CA,CA,46700,Vallejo-Fairfield,0,0.0,2020-03-13
6,CA,CA,39820,Redding,0,0.0,2020-03-13
6,CA,CA,40140,Riverside-San Bernardino-Ontario,4,0.0,2020-03-13
6,CA,CA,21700,Eureka-Arcata-Fortuna,0,0.0,2020-03-13
6,CA,CA,37100,Oxnard-Thousand Oaks-Ventura,3,0.0,2020-03-13
6,CA,CA,44700,Stockton-Lodi,5,0.0,2020-03-13
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,15,0.0,2020-03-13
8,CO,CO,19740,Denver-Aurora-Lakewood,17,0.0,2020-03-13
8,CO,CO,22660,Fort Collins,0,0.0,2020-03-13
8,CO,CO,14720,Breckenridge,2,0.0,2020-03-13
8,CO,CO,24540,Greeley,1,0.0,2020-03-13
8,CO,CO,44460,Steamboat Springs,1,0.0,2020-03-13
8,CO,CO,24060,Glenwood Springs,0,0.0,2020-03-13
8,CO,CO,20780,Edwards,5,0.0,2020-03-13
8,CO,CO,39380,Pueblo,1,0.0,2020-03-13
8,CO,CO,17820,Colorado Springs,1,1.0,2020-03-13
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,3,0.0,2020-03-13
9,CT,CT-MA,49340,Worcester,0,0.0,2020-03-13
9,CT,CT,45860,Torrington,2,0.0,2020-03-13
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,16,0.0,2020-03-13
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,12,0.0,2020-03-13
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,0,0.0,2020-03-13
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,18,0.0,2020-03-13
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,1,0.0,2020-03-13
12,FL,FL,23540,Gainesville,1,0.0,2020-03-13
12,FL,FL,34940,Naples-Immokalee-Marco Island,0,0.0,2020-03-13
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,0,0.0,2020-03-13
12,FL,FL,35840,North Port-Sarasota-Bradenton,2,0.0,2020-03-13
12,FL,FL,15980,Cape Coral-Fort Myers,0,0.0,2020-03-13
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,0,0.0,2020-03-13
12,FL,FL,27260,Jacksonville,0,0.0,2020-03-13
12,FL,FL,36740,Orlando-Kissimmee-Sanford,2,0.0,2020-03-13
12,FL,FL,39460,Punta Gorda,0,0.0,2020-03-13
13,GA,GA,12060,Atlanta-Sandy Springs-Roswell,8,0.0,2020-03-13
13,GA,GA-TN,16860,Chattanooga,1,0.0,2020-03-13
13,GA,GA,40660,Rome,0,0.0,2020-03-13
13,GA,GA,10500,Albany,0,0.0,2020-03-13
13,GA,GA,15660,Calhoun,2,0.0,2020-03-13
13,GA,GA,46660,Valdosta,0,0.0,2020-03-13
13,GA,GA,16340,Cedartown,0,0.0,2020-03-13
15,HI,HI,46520,Urban Honolulu,0,0.0,2020-03-13
16,ID,ID,14260,Boise City,1,0.0,2020-03-13
16,ID,ID-WY,27220,Jackson,1,0.0,2020-03-13
17,IL,IL-MO,41180,St. Louis,2,0.0,2020-03-13
17,IL,IL,44100,Springfield,0,0.0,2020-03-13
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,15,0.0,2020-03-13
18,IN,IN,26900,Indianapolis-Carmel-Anderson,0,0.0,2020-03-13
18,IN,IN-KY-OH,17140,Cincinnati,0,0.0,2020-03-13
18,IN,IN-KY,31140,Louisville/Jefferson County,0,0.0,2020-03-13
18,IN,IN,31500,Madison,1,0.0,2020-03-13
18,IN,IN,39980,Richmond,0,0.0,2020-03-13
18,IN,IN,28340,Kendallville,0,0.0,2020-03-13
18,IN,IN-MI,43780,South Bend-Mishawaka,0,0.0,2020-03-13
18,IN,IN,29020,Kokomo,0,0.0,2020-03-13
19,IA,IA,26980,Iowa City,0,0.0,2020-03-13
19,IA,IA-NE,36540,Omaha-Council Bluffs,4,0.0,2020-03-13
20,KS,KS-MO,28140,Kansas City,0,0.0,2020-03-13
21,KY,KY,30460,Lexington-Fayette,0,0.0,2020-03-13
21,KY,KY,34460,Mount Sterling,0,0.0,2020-03-13
21,KY,KY-TN,17300,Clarksville,0,0.0,2020-03-13
22,LA,LA,43340,Shreveport-Bossier City,0,0.0,2020-03-13
22,LA,LA,26380,Houma-Thibodaux,1,0.0,2020-03-13
22,LA,LA,35380,New Orleans-Metairie,21,0.0,2020-03-13
23,ME,ME,38860,Portland-South Portland,1,0.0,2020-03-13
23,ME,ME,30340,Lewiston-Auburn,0,0.0,2020-03-13
24,MD,MD,12580,Baltimore-Columbia-Towson,3,0.0,2020-03-13
25,MA,MA,38340,Pittsfield,0,0.0,2020-03-13
25,MA,MA-NH,14460,Boston-Cambridge-Newton,16,0.0,2020-03-13
26,MI,MI,29620,Lansing-East Lansing,0,0.0,2020-03-13
26,MI,MI,19820,Detroit-Warren-Dearborn,9,0.0,2020-03-13
26,MI,MI,24340,Grand Rapids-Wyoming,0,0.0,2020-03-13
26,MI,MI,13020,Bay City,1,0.0,2020-03-13
26,MI,MI,11460,Ann Arbor,1,0.0,2020-03-13
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,5,0.0,2020-03-13
27,MN,MN,41060,St. Cloud,0,0.0,2020-03-13
27,MN,MN,40340,Rochester,0,0.0,2020-03-13
28,MS,MS,25620,Hattiesburg,2,0.0,2020-03-13
28,MS,MS,38100,Picayune,1,0.0,2020-03-13
28,MS,MS,24900,Greenwood,1,0.0,2020-03-13
29,MO,MO,17860,Columbia,1,0.0,2020-03-13
30,MT,MT,14580,Bozeman,1,0.0,2020-03-13
30,MT,MT,13740,Billings,1,0.0,2020-03-13
30,MT,MT,15580,Butte-Silver Bow,1,0.0,2020-03-13
30,MT,MT,25740,Helena,1,0.0,2020-03-13
32,NV,NV,39900,Reno,0,0.0,2020-03-13
32,NV,NV,29820,Las Vegas-Henderson-Paradise,8,0.0,2020-03-13
32,NV,NV,16180,Carson City,0,0.0,2020-03-13
33,NH,NH-VT,17200,Claremont-Lebanon,0,0.0,2020-03-13
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,53,0.0,2020-03-13
34,NJ,NJ-PA,10900,Allentown-Bethlehem-Easton,0,0.0,2020-03-13
35,NM,NM,10740,Albuquerque,3,0.0,2020-03-13
35,NM,NM,42140,Santa Fe,1,0.0,2020-03-13
36,NY,NY,10580,Albany-Schenectady-Troy,1,0.0,2020-03-13
36,NY,NY,46540,Utica-Rome,0,0.0,2020-03-13
36,NY,NY,28740,Kingston,1,0.0,2020-03-13
37,NC,NC,20500,Durham-Chapel Hill,0,0.0,2020-03-13
37,NC,NC-VA,47260,Virginia Beach-Norfolk-Newport News,5,0.0,2020-03-13
37,NC,NC-SC,16740,Charlotte-Concord-Gastonia,0,0.0,2020-03-13
37,NC,NC,49180,Winston-Salem,0,0.0,2020-03-13
37,NC,NC,39580,Raleigh,1,0.0,2020-03-13
37,NC,NC,24140,Goldsboro,1,0.0,2020-03-13
38,ND,ND,33500,Minot,0,0.0,2020-03-13
39,OH,OH-PA,49660,Youngstown-Warren-Boardman,0,0.0,2020-03-13
39,OH,OH,41400,Salem,0,0.0,2020-03-13
39,OH,OH,17460,Cleveland-Elyria,8,0.0,2020-03-13
39,OH,OH,15940,Canton-Massillon,0,0.0,2020-03-13
40,OK,OK,46140,Tulsa,0,0.0,2020-03-13
40,OK,OK,36420,Oklahoma City,1,0.0,2020-03-13
41,OR,OR,32780,Medford,0,0.0,2020-03-13
41,OR,OR,25840,Hermiston-Pendleton,0,0.0,2020-03-13
41,OR,OR,28900,Klamath Falls,0,0.0,2020-03-13
41,OR,OR,40700,Roseburg,0,0.0,2020-03-13
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,2,0.0,2020-03-13
41,OR,OR,13460,Bend-Redmond,0,0.0,2020-03-13
42,PA,PA,38300,Pittsburgh,1,0.0,2020-03-13
42,PA,PA,20700,East Stroudsburg,1,0.0,2020-03-13
42,PA,PA,25420,Harrisburg-Carlisle,3,0.0,2020-03-13
45,SC,SC,16700,Charleston-North Charleston,0,0.0,2020-03-13
45,SC,SC,43900,Spartanburg,0,0.0,2020-03-13
46,SD,SD,43620,Sioux Falls,1,0.0,2020-03-13
46,SD,SD,26700,Huron,0,0.0,2020-03-13
46,SD,SD,33580,Mitchell,0,0.0,2020-03-13
46,SD,SD,10100,Aberdeen,0,0.0,2020-03-13
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,6,0.0,2020-03-13
