states_msa_code,states_msa,states_msa_full,geoid_msa,name_msa,cases,deaths,group
37,NC,NC,11700,Asheville,131,14,2020-05-09
37,NC,NC,39580,Raleigh,243,8,2020-05-09
37,NC,NC,35100,New Bern,41,0,2020-05-09
37,NC,NC,48980,Wilson,30,1,2020-05-09
37,NC,NC,48900,Wilmington,54,0,2020-05-09
37,NC,NC,49180,Winston-Salem,438,2,2020-05-09
37,NC,NC,40260,Roanoke Rapids,51,3,2020-05-09
37,NC,NC,40460,Rockingham,31,0,2020-05-09
37,NC,NC-SC,34820,Myrtle Beach-Conway-North Myrtle Beach,90,6,2020-05-09
37,NC,NC,40580,Rocky Mount,58,0,2020-05-09
37,NC,NC,35900,North Wilkesboro,207,0,2020-05-09
37,NC,NC,38240,Pinehurst-Southern Pines,6,1,2020-05-09
37,NC,NC,10620,Albemarle,2,0,2020-05-09
37,NC,NC,25860,Hickory-Lenoir-Morganton,128,6,2020-05-09
37,NC,NC-VA,47260,Virginia Beach-Norfolk-Newport News,35,1,2020-05-09
37,NC,NC,25780,Henderson,34,6,2020-05-09
37,NC,NC,21020,Elizabeth City,23,2,2020-05-09
37,NC,NC,20500,Durham-Chapel Hill,237,23,2020-05-09
37,NC,NC,20380,Dunn,33,4,2020-05-09
37,NC,NC-SC,16740,Charlotte-Concord-Gastonia,840,14,2020-05-09
37,NC,NC,28820,Kinston,42,1,2020-05-09
37,NC,NC,22180,Fayetteville,152,3,2020-05-09
37,NC,NC,34340,Mount Airy,45,0,2020-05-09
37,NC,NC,41820,Sanford,70,2,2020-05-09
37,NC,NC,31300,Lumberton,204,6,2020-05-09
37,NC,NC,33980,Morehead City,6,0,2020-05-09
37,NC,NC,22580,Forest City,7,0,2020-05-09
37,NC,NC,24140,Goldsboro,104,3,2020-05-09
37,NC,NC,28620,Kill Devil Hills,4,0,2020-05-09
37,NC,NC,24660,Greensboro-High Point,361,10,2020-05-09
37,NC,NC,43140,Shelby,4,0,2020-05-09
37,NC,NC,14820,Brevard,0,0,2020-05-09
37,NC,NC,29900,Laurinburg,14,0,2020-05-09
37,NC,NC,19000,Cullowhee,3,0,2020-05-09
38,ND,ND,27420,Jamestown,4,0,2020-05-09
38,ND,ND,48780,Williston,3,0,2020-05-09
38,ND,ND,19860,Dickinson,1,0,2020-05-09
38,ND,ND,33500,Minot,3,0,2020-05-09
38,ND,ND,13900,Bismarck,14,0,2020-05-09
39,OH,OH,17460,Cleveland-Elyria,689,39,2020-05-09
39,OH,OH,46780,Van Wert,1,0,2020-05-09
39,OH,OH,35940,Norwalk,4,0,2020-05-09
39,OH,OH,41400,Salem,312,14,2020-05-09
39,OH,OH,41780,Sandusky,19,0,2020-05-09
39,OH,OH,45780,Toledo,305,56,2020-05-09
39,OH,OH-WV,38580,Point Pleasant,3,0,2020-05-09
39,OH,OH,45660,Tiffin,1,1,2020-05-09
39,OH,OH,10420,Akron,151,41,2020-05-09
39,OH,OH,39020,Portsmouth,1,0,2020-05-09
39,OH,OH,22300,Findlay,6,0,2020-05-09
39,OH,OH-PA,49660,Youngstown-Warren-Boardman,247,30,2020-05-09
39,OH,OH,38840,Port Clinton,20,1,2020-05-09
39,OH,OH,11900,Athens,26,8,2020-05-09
39,OH,OH,11780,Ashtabula,57,8,2020-05-09
39,OH,OH,11740,Ashland,3,0,2020-05-09
39,OH,OH,46500,Urbana,8,1,2020-05-09
39,OH,OH,18740,Coshocton,1,0,2020-05-09
39,OH,OH,30620,Lima,26,1,2020-05-09
39,OH,OH,19380,Dayton,319,6,2020-05-09
39,OH,OH,49300,Wooster,17,6,2020-05-09
39,OH,OH,19580,Defiance,5,0,2020-05-09
39,OH,OH,15340,Bucyrus,25,1,2020-05-09
39,OH,OH,31930,Marietta,5,0,2020-05-09
39,OH,OH,43380,Sidney,4,0,2020-05-09
39,OH,OH,47540,Wapakoneta,12,0,2020-05-09
39,OH,OH,15940,Canton-Massillon,90,13,2020-05-09
39,OH,OH,17060,Chillicothe,10,0,2020-05-09
39,OH,OH,13340,Bellefontaine,1,0,2020-05-09
39,OH,OH,16380,Celina,59,0,2020-05-09
39,OH,OH,49780,Zanesville,11,0,2020-05-09
39,OH,OH,35420,New Philadelphia-Dover,90,0,2020-05-09
39,OH,OH,31900,Mansfield,52,0,2020-05-09
40,OK,OK,45140,Tahlequah,0,0,2020-05-09
40,OK,OK,33060,Miami,1,1,2020-05-09
40,OK,OK,38620,Ponca City,1,0,2020-05-09
40,OK,OK,20460,Durant,1,0,2020-05-09
40,OK,OK,21420,Enid,2,0,2020-05-09
40,OK,OK,11620,Ardmore,2,0,2020-05-09
40,OK,OK,46140,Tulsa,114,1,2020-05-09
40,OK,OK,44660,Stillwater,1,0,2020-05-09
40,OK,OK,43060,Shawnee,2,0,2020-05-09
40,OK,OK,11060,Altus,2,1,2020-05-09
40,OK,OK,21120,Elk City,0,0,2020-05-09
40,OK,OK,32540,McAlester,0,1,2020-05-09
40,OK,OK,20340,Duncan,2,0,2020-05-09
40,OK,OK,49260,Woodward,0,0,2020-05-09
40,OK,OK,25100,Guymon,315,1,2020-05-09
40,OK,OK,36420,Oklahoma City,211,9,2020-05-09
40,OK,OK,12780,Bartlesville,12,4,2020-05-09
40,OK,OK,30020,Lawton,99,1,2020-05-09
40,OK,OK,10220,Ada,1,0,2020-05-09
40,OK,OK,34780,Muskogee,2,0,2020-05-09
41,OR,OR,25840,Hermiston-Pendleton,13,1,2020-05-09
41,OR,OR,18300,Coos Bay,1,0,2020-05-09
41,OR,OR,29260,La Grande,1,0,2020-05-09
41,OR,OR,18700,Corvallis,8,0,2020-05-09
41,OR,OR,11820,Astoria,11,0,2020-05-09
41,OR,OR,40700,Roseburg,1,0,2020-05-09
41,OR,OR,45520,The Dalles,3,0,2020-05-09
41,OR,OR,35440,Newport,4,0,2020-05-09
41,OR,OR,32780,Medford,1,0,2020-05-09
41,OR,OR,28900,Klamath Falls,2,0,2020-05-09
41,OR,OR,26220,Hood River,3,0,2020-05-09
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,285,9,2020-05-09
41,OR,OR,24420,Grants Pass,1,0,2020-05-09
41,OR,OR,15060,Brookings,0,0,2020-05-09
41,OR,OR,39260,Prineville,0,0,2020-05-09
41,OR,OR,13460,Bend-Redmond,12,0,2020-05-09
41,OR,OR,21660,Eugene,5,0,2020-05-09
42,PA,PA,44980,Sunbury,21,0,2020-05-09
42,PA,PA,26500,Huntingdon,91,0,2020-05-09
42,PA,PA,20700,East Stroudsburg,51,7,2020-05-09
42,PA,PA,16540,Chambersburg-Waynesboro,149,6,2020-05-09
42,PA,PA,42540,Scranton--Wilkes-Barre--Hazleton,383,53,2020-05-09
42,PA,PA,38300,Pittsburgh,216,31,2020-05-09
42,PA,PA,39060,Pottsville,82,2,2020-05-09
42,PA,PA,14620,Bradford,4,0,2020-05-09
42,PA,PA,42780,Selinsgrove,0,1,2020-05-09
42,PA,PA,42380,Sayre,5,0,2020-05-09
42,PA,PA,25420,Harrisburg-Carlisle,281,22,2020-05-09
42,PA,PA,49620,York-Hanover,82,3,2020-05-09
42,PA,PA,21500,Erie,22,1,2020-05-09
42,PA,PA,14100,Bloomsburg-Berwick,30,14,2020-05-09
42,PA,PA,39740,Reading,453,40,2020-05-09
42,PA,PA,32740,Meadville,1,0,2020-05-09
42,PA,PA,23900,Gettysburg,31,1,2020-05-09
42,PA,PA,44300,State College,12,4,2020-05-09
42,PA,PA,27780,Johnstown,13,0,2020-05-09
42,PA,PA,47620,Warren,1,0,2020-05-09
42,PA,PA,48700,Williamsport,37,3,2020-05-09
42,PA,PA,11020,Altoona,6,0,2020-05-09
42,PA,PA,36340,Oil City,0,0,2020-05-09
42,PA,PA,20180,DuBois,9,0,2020-05-09
42,PA,PA,30380,Lewistown,7,0,2020-05-09
42,PA,PA,26860,Indiana,9,1,2020-05-09
42,PA,PA,29540,Lancaster,348,33,2020-05-09
42,PA,PA,30820,Lock Haven,6,0,2020-05-09
42,PA,PA,30260,Lewisburg,8,0,2020-05-09
45,SC,SC,23500,Gaffney,2,1,2020-05-09
45,SC,SC,35140,Newberry,2,0,2020-05-09
45,SC,SC,36700,Orangeburg,13,0,2020-05-09
45,SC,SC,23860,Georgetown,5,0,2020-05-09
45,SC,SC,22500,Florence,163,9,2020-05-09
45,SC,SC,16700,Charleston-North Charleston,50,3,2020-05-09
45,SC,SC,44940,Sumter,32,4,2020-05-09
45,SC,SC,25940,Hilton Head Island-Bluffton-Beaufort,23,0,2020-05-09
45,SC,SC,42860,Seneca,6,0,2020-05-09
45,SC,SC,43900,Spartanburg,52,1,2020-05-09
45,SC,SC,13500,Bennettsville,16,0,2020-05-09
45,SC,SC,24860,Greenville-Anderson-Mauldin,254,5,2020-05-09
46,SD,SD,43620,Sioux Falls,608,13,2020-05-09
46,SD,SD,46820,Vermillion,5,0,2020-05-09
46,SD,SD,49460,Yankton,11,0,2020-05-09
46,SD,SD,43940,Spearfish,0,0,2020-05-09
46,SD,SD,10100,Aberdeen,90,0,2020-05-09
46,SD,SD,39660,Rapid City,33,0,2020-05-09
46,SD,SD,33580,Mitchell,2,0,2020-05-09
46,SD,SD,38180,Pierre,3,0,2020-05-09
46,SD,SD,26700,Huron,9,0,2020-05-09
47,TN,TN,46100,Tullahoma-Manchester,17,0,2020-05-09
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,1030,21,2020-05-09
47,TN,TN,20540,Dyersburg,3,0,2020-05-09
47,TN,TN,24620,Greeneville,4,0,2020-05-09
47,TN,TN,27740,Johnson City,9,0,2020-05-09
47,TN,TN,43180,Shelbyville,29,1,2020-05-09
47,TN,TN,32660,McMinnville,5,0,2020-05-09
47,TN,TN,32280,Martin,0,0,2020-05-09
47,TN,TN,42940,Sevierville,3,0,2020-05-09
47,TN,TN,29980,Lawrenceburg,2,0,2020-05-09
47,TN,TN,28940,Knoxville,82,0,2020-05-09
47,TN,TN,34100,Morristown,4,0,2020-05-09
47,TN,TN-VA,28700,Kingsport-Bristol-Bristol,20,1,2020-05-09
47,TN,TN,18900,Crossville,5,0,2020-05-09
47,TN,TN,18260,Cookeville,72,0,2020-05-09
47,TN,TN,37540,Paris,37,4,2020-05-09
48,TX,TX,11100,Amarillo,1276,9,2020-05-09
48,TX,TX,13140,Beaumont-Port Arthur,104,3,2020-05-09
48,TX,TX,10180,Abilene,36,0,2020-05-09
48,TX,TX,28780,Kingsville,4,0,2020-05-09
48,TX,TX,12420,Austin-Round Rock,511,25,2020-05-09
48,TX,TX,13700,Big Spring,0,0,2020-05-09
48,TX,TX,14420,Borger,6,0,2020-05-09
48,TX,TX,28660,Killeen-Temple,51,0,2020-05-09
48,TX,TX,28500,Kerrville,3,0,2020-05-09
48,TX,TX,14780,Brenham,25,4,2020-05-09
48,TX,TX,15180,Brownsville-Harlingen,99,6,2020-05-09
48,TX,TX,15220,Brownwood,13,1,2020-05-09
48,TX,TX,13300,Beeville,0,0,2020-05-09
48,TX,TX,48660,Wichita Falls,5,0,2020-05-09
48,TX,TX,32580,McAllen-Edinburg-Mission,48,3,2020-05-09
48,TX,TX,11380,Andrews,1,0,2020-05-09
48,TX,TX,43660,Snyder,0,0,2020-05-09
48,TX,TX,31260,Lufkin,39,1,2020-05-09
48,TX,TX,31180,Lubbock,33,1,2020-05-09
48,TX,TX,30980,Longview,60,0,2020-05-09
48,TX,TX,30220,Levelland,4,0,2020-05-09
48,TX,TX,29700,Laredo,53,1,2020-05-09
48,TX,TX,29500,Lamesa,8,0,2020-05-09
48,TX,TX,10860,Alice,3,0,2020-05-09
48,TX,TX,18580,Corpus Christi,115,0,2020-05-09
48,TX,TX,44500,Stephenville,1,0,2020-05-09
48,TX,TX,47020,Victoria,8,1,2020-05-09
48,TX,TX,46900,Vernon,3,0,2020-05-09
48,TX,TX,17780,College Station-Bryan,66,0,2020-05-09
48,TX,TX,19100,Dallas-Fort Worth-Arlington,3558,71,2020-05-09
48,TX,TX,46620,Uvalde,0,0,2020-05-09
48,TX,TX,46340,Tyler,15,0,2020-05-09
48,TX,TX,47380,Waco,3,0,2020-05-09
48,TX,TX,19620,Del Rio,0,0,2020-05-09
48,TX,TX,20300,Dumas,67,4,2020-05-09
48,TX,TX,18620,Corsicana,2,0,2020-05-09
48,TX,TX,39700,Raymondville,0,0,2020-05-09
48,TX,TX,44860,Sulphur Springs,1,0,2020-05-09
48,TX,TX,45020,Sweetwater,0,0,2020-05-09
48,TX,TX,26420,Houston-The Woodlands-Sugar Land,1979,56,2020-05-09
48,TX,TX,25820,Hereford,74,6,2020-05-09
48,TX,TX,23240,Fredericksburg,0,0,2020-05-09
48,TX,TX,21340,El Paso,450,14,2020-05-09
48,TX,TX,20900,El Campo,1,0,2020-05-09
48,TX,TX,20580,Eagle Pass,31,0,2020-05-09
48,TX,TX,49820,Zapata,0,0,2020-05-09
48,TX,TX,33420,Mineral Wells,0,0,2020-05-09
48,TX,TX,41660,San Angelo,2,0,2020-05-09
48,TX,TX,41700,San Antonio-New Braunfels,347,6,2020-05-09
48,TX,TX,36220,Odessa,19,0,2020-05-09
48,TX,TX,37780,Pecos,2,0,2020-05-09
48,TX,TX,38380,Plainview,6,0,2020-05-09
48,TX,TX,34860,Nacogdoches,31,10,2020-05-09
48,TX,TX,37420,Pampa,18,0,2020-05-09
48,TX,TX,38920,Port Lavaca,0,0,2020-05-09
48,TX,TX,43300,Sherman-Denison,62,0,2020-05-09
48,TX,TX,37300,Palestine,13,0,2020-05-09
48,TX,TX,40100,Rio Grande City,3,0,2020-05-09
49,UT,UT,36260,Ogden-Clearfield,81,1,2020-05-09
49,UT,UT,25720,Heber,27,0,2020-05-09
49,UT,UT,41100,St. George,78,0,2020-05-09
49,UT,UT,16260,Cedar City,2,0,2020-05-09
49,UT,UT,39220,Price,1,0,2020-05-09
49,UT,UT,41620,Salt Lake City,703,16,2020-05-09
49,UT,UT,39340,Provo-Orem,184,0,2020-05-09
49,UT,UT,46860,Vernal,2,0,2020-05-09
49,UT,UT,44920,Summit Park,16,0,2020-05-09
50,VT,VT,15540,Burlington-South Burlington,3,0,2020-05-09
50,VT,VT,40860,Rutland,0,0,2020-05-09
50,VT,VT,12740,Barre,1,0,2020-05-09
50,VT,VT,13540,Bennington,6,0,2020-05-09
51,VA,VA,40220,Roanoke,50,7,2020-05-09
51,VA,VA,44420,Staunton-Waynesboro,27,0,2020-05-09
51,VA,VA,25500,Harrisonburg,68,1,2020-05-09
51,VA,VA-WV,14140,Bluefield,2,0,2020-05-09
51,VA,VA,13980,Blacksburg-Christiansburg-Radford,11,0,2020-05-09
51,VA,VA,13720,Big Stone Gap,1,1,2020-05-09
51,VA,VA,16820,Charlottesville,217,1,2020-05-09
51,VA,VA-WV,49020,Winchester,63,1,2020-05-09
51,VA,VA,31340,Lynchburg,17,1,2020-05-09
51,VA,VA,32300,Martinsville,13,1,2020-05-09
53,WA,WA,36500,Olympia-Tumwater,9,0,2020-05-09
53,WA,WA,36020,Oak Harbor,2,1,2020-05-09
53,WA,WA,36830,Othello,1,0,2020-05-09
53,WA,WA,47460,Walla Walla,11,2,2020-05-09
53,WA,WA,38820,Port Angeles,2,0,2020-05-09
53,WA,WA,28420,Kennewick-Richland,155,7,2020-05-09
53,WA,WA,13380,Bellingham,18,2,2020-05-09
53,WA,WA,34580,Mount Vernon-Anacortes,34,1,2020-05-09
53,WA,WA,34180,Moses Lake,5,0,2020-05-09
53,WA,WA,42660,Seattle-Tacoma-Bellevue,854,62,2020-05-09
53,WA,WA,44060,Spokane-Spokane Valley,14,2,2020-05-09
53,WA,WA,14740,Bremerton-Silverdale,5,0,2020-05-09
53,WA,WA,43220,Shelton,2,0,2020-05-09
53,WA,WA,39420,Pullman,2,0,2020-05-09
53,WA,WA,21260,Ellensburg,36,0,2020-05-09
53,WA,WA,49420,Yakima,593,18,2020-05-09
54,WV,WV,17220,Clarksburg,2,0,2020-05-09
54,WV,WV,34060,Morgantown,6,0,2020-05-09
54,WV,WV,16620,Charleston,31,5,2020-05-09
54,WV,WV,21900,Fairmont,1,0,2020-05-09
54,WV,WV,21180,Elkins,0,0,2020-05-09
54,WV,WV,13220,Beckley,10,1,2020-05-09
54,WV,WV,37620,Parkersburg-Vienna,4,0,2020-05-09
55,WI,WI,11540,Appleton,52,3,2020-05-09
55,WI,WI,49220,Wisconsin Rapids-Marshfield,4,0,2020-05-09
55,WI,WI,12660,Baraboo,8,0,2020-05-09
55,WI,WI,39540,Racine,370,2,2020-05-09
55,WI,WI,13180,Beaver Dam,42,0,2020-05-09
55,WI,WI,32980,Merrill,2,0,2020-05-09
55,WI,WI,44620,Stevens Point,0,0,2020-05-09
55,WI,WI,24580,Green Bay,301,9,2020-05-09
55,WI,WI,33340,Milwaukee-Waukesha-West Allis,1339,36,2020-05-09
55,WI,WI,43020,Shawano,11,0,2020-05-09
55,WI,WI,31820,Manitowoc,4,0,2020-05-09
55,WI,WI,27500,Janesville-Beloit,79,2,2020-05-09
55,WI,WI,20740,Eau Claire,27,0,2020-05-09
55,WI,WI,22540,Fond du Lac,39,0,2020-05-09
55,WI,WI,43100,Sheboygan,3,1,2020-05-09
55,WI,WI,32860,Menomonie,7,0,2020-05-09
55,WI,WI,38420,Platteville,6,3,2020-05-09
55,WI,WI,36780,Oshkosh-Neenah,26,0,2020-05-09
56,WY,WY,40540,Rock Springs,4,0,2020-05-09
56,WY,WY,16220,Casper,6,0,2020-05-09
56,WY,WY,23940,Gillette,5,0,2020-05-09
56,WY,WY,43260,Sheridan,0,0,2020-05-09
56,WY,WY,21740,Evanston,1,0,2020-05-09
56,WY,WY,16940,Cheyenne,18,0,2020-05-09
56,WY,WY,40180,Riverton,45,0,2020-05-09
56,WY,WY,29660,Laramie,1,0,2020-05-09
72,PR,PR,42180,Santa Isabel,2,0,2020-05-09
72,PR,PR,41980,San Juan-Carolina-Caguas,251,0,2020-05-09
72,PR,PR,10380,Aguadilla-Isabela,15,0,2020-05-09
72,PR,PR,11640,Arecibo,9,0,2020-05-09
72,PR,PR,32420,Mayag,0,0,2020-05-09
72,PR,PR,10260,Adjuntas,1,0,2020-05-09
72,PR,PR,38660,Ponce,29,0,2020-05-09
72,PR,PR,25020,Guayama,9,0,2020-05-09
72,PR,PR,41900,San GermSn,3,0,2020-05-09
72,PR,PR,17640,Coco,18,0,2020-05-09
72,PR,PR,17620,Coamo,3,0,2020-05-09
72,PR,PR,27580,Jayuya,0,0,2020-05-09
1,AL,AL,45980,Troy,25,0,2020-05-16
1,AL,AL,33660,Mobile,329,9,2020-05-16
1,AL,AL,26620,Huntsville,240,8,2020-05-16
1,AL,AL,10700,Albertville,34,0,2020-05-16
1,AL,AL,33860,Montgomery,549,12,2020-05-16
1,AL,AL,20020,Dothan,59,1,2020-05-16
1,AL,AL,11500,Anniston-Oxford-Jacksonville,9,0,2020-05-16
1,AL,AL,19460,Decatur,91,1,2020-05-16
1,AL,AL,13820,Birmingham-Hoover,461,19,2020-05-16
1,AL,AL,12220,Auburn-Opelika,46,1,2020-05-16
1,AL,AL,22520,Florence-Muscle Shoals,58,0,2020-05-16
1,AL,AL,23460,Gadsden,30,0,2020-05-16
1,AL,AL,21460,Enterprise,34,0,2020-05-16
1,AL,AL,46740,Valley,5,1,2020-05-16
1,AL,AL,37120,Ozark,24,0,2020-05-16
1,AL,AL,18980,Cullman,6,0,2020-05-16
1,AL,AL,45180,Talladega-Sylacauga,11,0,2020-05-16
1,AL,AL,46220,Tuscaloosa,208,5,2020-05-16
1,AL,AL,19300,Daphne-Fairhope-Foley,29,1,2020-05-16
1,AL,AL-GA,17980,Columbus,1383,101,2020-05-16
1,AL,AL,42820,Selma,54,0,2020-05-16
1,AL,AL,42460,Scottsboro,9,0,2020-05-16
2,AK,AK,11260,Anchorage,7,0,2020-05-16
4,AZ,AZ,37740,Payson,2,0,2020-05-16
4,AZ,AZ,29420,Lake Havasu City-Kingman,61,7,2020-05-16
4,AZ,AZ,49740,Yuma,280,4,2020-05-16
4,AZ,AZ,35700,Nogales,74,0,2020-05-16
4,AZ,AZ,39140,Prescott,30,1,2020-05-16
4,AZ,AZ,22380,Flagstaff,177,10,2020-05-16
4,AZ,AZ,46060,Tucson,252,19,2020-05-16
4,AZ,AZ,43420,Sierra Vista-Douglas,13,1,2020-05-16
4,AZ,AZ,38060,Phoenix-Mesa-Scottsdale,1437,90,2020-05-16
4,AZ,AZ,43320,Show Low,314,8,2020-05-16
4,AZ,AZ,40940,Safford,1,0,2020-05-16
5,AR,AR-MO,22220,Fayetteville-Springdale-Rogers,213,0,2020-05-16
5,AR,AR-MS-TN,32820,Memphis,824,12,2020-05-16
5,AR,AR,22620,Forrest City,295,1,2020-05-16
5,AR,AR-OK,22900,Fort Smith,8,0,2020-05-16
5,AR,AR,26300,Hot Springs,6,0,2020-05-16
5,AR,AR,25460,Harrison,2,0,2020-05-16
5,AR,AR,12900,Batesville,6,0,2020-05-16
5,AR,AR,14180,Blytheville,12,1,2020-05-16
5,AR,AR,27860,Jonesboro,57,0,2020-05-16
5,AR,AR,15780,Camden,1,0,2020-05-16
5,AR,AR,30780,Little Rock-North Little Rock-Conway,124,6,2020-05-16
5,AR,AR-TX,45500,Texarkana,55,0,2020-05-16
5,AR,AR,38220,Pine Bluff,214,4,2020-05-16
5,AR,AR,40780,Russellville,131,1,2020-05-16
5,AR,AR,20980,El Dorado,47,1,2020-05-16
5,AR,AR,31680,Malvern,0,0,2020-05-16
5,AR,AR,25760,Helena-West Helena,3,0,2020-05-16
5,AR,AR,31620,Magnolia,5,0,2020-05-16
5,AR,AR,37500,Paragould,21,0,2020-05-16
5,AR,AR,42620,Searcy,2,0,2020-05-16
5,AR,AR,11660,Arkadelphia,1,0,2020-05-16
5,AR,AR,34260,Mountain Home,0,0,2020-05-16
6,CA,CA,25260,Hanford-Corcoran,134,0,2020-05-16
6,CA,CA,40900,Sacramento--Roseville--Arden-Arcade,108,3,2020-05-16
6,CA,CA,39780,Red Bluff,1,0,2020-05-16
6,CA,CA,41860,San Francisco-Oakland-Hayward,1348,25,2020-05-16
6,CA,CA,31080,Los Angeles-Long Beach-Anaheim,8790,381,2020-05-16
6,CA,CA,18860,Crescent City,19,0,2020-05-16
6,CA,CA,32900,Merced,51,0,2020-05-16
6,CA,CA,46700,Vallejo-Fairfield,45,4,2020-05-16
6,CA,CA,33700,Modesto,85,4,2020-05-16
6,CA,CA,17340,Clearlake,4,0,2020-05-16
6,CA,CA,42220,Santa Rosa,118,0,2020-05-16
6,CA,CA,42200,Santa Maria-Santa Barbara,158,1,2020-05-16
6,CA,CA,42100,Santa Cruz-Watsonville,43,1,2020-05-16
6,CA,CA,46020,Truckee-Grass Valley,0,0,2020-05-16
6,CA,CA,20940,El Centro,428,8,2020-05-16
6,CA,CA,34900,Napa,18,0,2020-05-16
6,CA,CA,42020,San Luis Obispo-Paso Robles-Arroyo Grande,19,0,2020-05-16
6,CA,CA,31460,Madera,15,0,2020-05-16
6,CA,CA,37100,Oxnard-Thousand Oaks-Ventura,177,5,2020-05-16
6,CA,CA,41940,San Jose-Sunnyvale-Santa Clara,177,4,2020-05-16
6,CA,CA,45000,Susanville,2,0,2020-05-16
6,CA,CA,21700,Eureka-Arcata-Fortuna,21,2,2020-05-16
6,CA,CA,17020,Chico,12,0,2020-05-16
6,CA,CA,41740,San Diego-Carlsbad,1036,40,2020-05-16
6,CA,CA,43760,Sonora,1,0,2020-05-16
6,CA,CA,47300,Visalia-Porterville,324,11,2020-05-16
6,CA,CA,41500,Salinas,78,0,2020-05-16
6,CA,CA,23420,Fresno,292,6,2020-05-16
6,CA,CA,12540,Bakersfield,329,5,2020-05-16
6,CA,CA,46380,Ukiah,8,0,2020-05-16
6,CA,CA,39820,Redding,3,0,2020-05-16
6,CA,CA,40140,Riverside-San Bernardino-Ontario,1850,75,2020-05-16
6,CA,CA,49700,Yuba City,6,0,2020-05-16
6,CA,CA,44700,Stockton-Lodi,93,2,2020-05-16
8,CO,CO,44540,Sterling,32,2,2020-05-16
8,CO,CO,20780,Edwards,14,0,2020-05-16
8,CO,CO,20420,Durango,20,0,2020-05-16
8,CO,CO,24540,Greeley,131,3,2020-05-16
8,CO,CO,14720,Breckenridge,25,0,2020-05-16
8,CO,CO,44460,Steamboat Springs,1,0,2020-05-16
8,CO,CO,24300,Grand Junction,4,0,2020-05-16
8,CO,CO,17820,Colorado Springs,244,5,2020-05-16
8,CO,CO,24060,Glenwood Springs,10,0,2020-05-16
8,CO,CO,19740,Denver-Aurora-Lakewood,1805,150,2020-05-16
8,CO,CO,14500,Boulder,98,3,2020-05-16
8,CO,CO,15860,Ca?÷ú?√╞on City,1,0,2020-05-16
8,CO,CO,33940,Montrose,28,1,2020-05-16
8,CO,CO,18780,Craig,0,0,2020-05-16
8,CO,CO,22820,Fort Morgan,61,14,2020-05-16
8,CO,CO,22660,Fort Collins,58,0,2020-05-16
8,CO,CO,39380,Pueblo,65,1,2020-05-16
9,CT,CT,25540,Hartford-West Hartford-East Hartford,1749,161,2020-05-16
9,CT,CT,35980,Norwich-New London,126,10,2020-05-16
9,CT,CT-MA,49340,Worcester,1518,131,2020-05-16
9,CT,CT,35300,New Haven-Milford,966,114,2020-05-16
9,CT,CT,45860,Torrington,91,8,2020-05-16
9,CT,CT,14860,Bridgeport-Stamford-Norwalk,980,99,2020-05-16
10,DE,DE-NJ-PA-MD,37980,Philadelphia-Camden-Wilmington,8271,673,2020-05-16
10,DE,DE-MD,41540,Salisbury,672,19,2020-05-16
10,DE,DE,20100,Dover,169,8,2020-05-16
11,DC,DC-VA-MD-WV,47900,Washington-Arlington-Alexandria,10918,341,2020-05-16
12,FL,FL,45540,The Villages,5,1,2020-05-16
12,FL,FL,29460,Lakeland-Winter Haven,137,9,2020-05-16
12,FL,FL,11580,Arcadia,51,2,2020-05-16
12,FL,FL,35840,North Port-Sarasota-Bradenton,212,27,2020-05-16
12,FL,FL,33100,Miami-Fort Lauderdale-West Palm Beach,2948,145,2020-05-16
12,FL,FL,36380,Okeechobee,24,0,2020-05-16
12,FL,FL,38940,Port St. Lucie,263,4,2020-05-16
12,FL,FL,36740,Orlando-Kissimmee-Sanford,240,8,2020-05-16
12,FL,FL,34940,Naples-Immokalee-Marco Island,280,8,2020-05-16
12,FL,FL,15980,Cape Coral-Fort Myers,292,20,2020-05-16
12,FL,FL,23540,Gainesville,194,4,2020-05-16
12,FL,FL,36100,Ocala,15,0,2020-05-16
12,FL,FL,37460,Panama City,14,0,2020-05-16
12,FL,FL,27260,Jacksonville,254,14,2020-05-16
12,FL,FL,45300,Tampa-St. Petersburg-Clearwater,447,37,2020-05-16
12,FL,FL,42680,Sebastian-Vero Beach,9,0,2020-05-16
12,FL,FL,29380,Lake City,17,0,2020-05-16
12,FL,FL,42700,Sebring,9,0,2020-05-16
12,FL,FL,39460,Punta Gorda,50,16,2020-05-16
12,FL,FL,26140,Homosassa Springs,9,1,2020-05-16
12,FL,FL,45220,Tallahassee,132,1,2020-05-16
12,FL,FL,37860,Pensacola-Ferry Pass-Brent,92,6,2020-05-16
12,FL,FL,28580,Key West,13,0,2020-05-16
12,FL,FL,18880,Crestview-Fort Walton Beach-Destin,45,6,2020-05-16
12,FL,FL,37340,Palm Bay-Melbourne-Titusville,33,2,2020-05-16
12,FL,FL,37260,Palatka,12,1,2020-05-16
12,FL,FL,19660,Deltona-Daytona Beach-Ormond Beach,85,6,2020-05-16
12,FL,FL,17500,Clewiston,70,1,2020-05-16
13,GA,GA,47580,Warner Robins,34,2,2020-05-16
13,GA,GA-TN,16860,Chattanooga,306,2,2020-05-16
13,GA,GA,10500,Albany,99,13,2020-05-16
13,GA,GA,42340,Savannah,117,8,2020-05-16
