states_msa_code,states_msa,states_msa_full,geoid_msa,name_msa,cases,deaths,group
16,ID,ID-WA,30300,Lewiston,0,0,2020-06-13
16,ID,ID,38540,Pocatello,20,0,2020-06-13
16,ID,ID,41760,Sandpoint,5,0,2020-06-13
16,ID,ID,34140,Moscow,1,0,2020-06-13
16,ID,ID,17660,Coeur d'Alene,24,1,2020-06-13
16,ID,ID,13940,Blackfoot,7,0,2020-06-13
16,ID,ID,39940,Rexburg,1,0,2020-06-13
16,ID,ID-OR,36620,Ontario,25,0,2020-06-13
16,ID,ID,46300,Twin Falls,43,0,2020-06-13
17,IL,IL,16060,Carbondale-Marion,23,7,2020-06-13
17,IL,IL-MO,41180,St. Louis,1215,120,2020-06-13
17,IL,IL-IN-WI,16980,Chicago-Naperville-Elgin,4886,369,2020-06-13
17,IL,IL-MO,16020,Cape Girardeau,26,0,2020-06-13
17,IL,IL-KY,37140,Paducah,24,0,2020-06-13
17,IL,IL,23660,Galesburg,6,0,2020-06-13
17,IL,IL,28100,Kankakee,11,0,2020-06-13
17,IL,IL,38700,Pontiac,5,0,2020-06-13
17,IL,IL,37900,Peoria,92,7,2020-06-13
17,IL,IL,45380,Taylorville,7,0,2020-06-13
17,IL,IL,16460,Centralia,11,0,2020-06-13
17,IL,IL-IA,19340,Davenport-Moline-Rock Island,65,1,2020-06-13
17,IL,IL,23300,Freeport,23,0,2020-06-13
17,IL,IL,16660,Charleston-Mattoon,4,0,2020-06-13
17,IL,IL,14010,Bloomington,36,8,2020-06-13
17,IL,IL-IA-MO,22800,Fort Madison-Keokuk,26,0,2020-06-13
17,IL,IL,16580,Champaign-Urbana,53,3,2020-06-13
17,IL,IL,40300,Rochelle,10,0,2020-06-13
17,IL,IL-MO,39500,Quincy,4,0,2020-06-13
17,IL,IL,19180,Danville,33,1,2020-06-13
17,IL,IL,44100,Springfield,477,19,2020-06-13
17,IL,IL,31380,Macomb,3,0,2020-06-13
17,IL,IL-IA,15460,Burlington,287,4,2020-06-13
17,IL,IL,15900,Canton,1,0,2020-06-13
17,IL,IL,40420,Rockford,184,8,2020-06-13
17,IL,IL,19940,Dixon,6,0,2020-06-13
17,IL,IL,34500,Mount Vernon,3,0,2020-06-13
17,IL,IL,36860,Ottawa-Peru,14,0,2020-06-13
17,IL,IL,20820,Effingham,4,0,2020-06-13
17,IL,IL,30660,Lincoln,162,0,2020-06-13
18,IN,IN,26540,Huntington,9,0,2020-06-13
18,IN,IN,29020,Kokomo,39,4,2020-06-13
18,IN,IN,27540,Jasper,13,2,2020-06-13
18,IN,IN,28340,Kendallville,40,2,2020-06-13
18,IN,IN,23060,Fort Wayne,280,14,2020-06-13
18,IN,IN,29200,Lafayette-West Lafayette,63,3,2020-06-13
18,IN,IN-KY,21780,Evansville,55,2,2020-06-13
18,IN,IN,26900,Indianapolis-Carmel-Anderson,658,48,2020-06-13
18,IN,IN-MI,43780,South Bend-Mishawaka,179,6,2020-06-13
18,IN,IN-KY,31140,Louisville/Jefferson County,550,20,2020-06-13
18,IN,IN,23140,Frankfort,36,1,2020-06-13
18,IN,IN,45460,Terre Haute,13,0,2020-06-13
18,IN,IN,24700,Greensburg,4,0,2020-06-13
18,IN,IN,31980,Marion,102,2,2020-06-13
18,IN,IN,21140,Elkhart-Goshen,638,7,2020-06-13
18,IN,IN,31500,Madison,159,3,2020-06-13
18,IN,IN,30900,Logansport,28,0,2020-06-13
18,IN,IN,47180,Vincennes,7,0,2020-06-13
18,IN,IN,47340,Wabash,5,0,2020-06-13
18,IN,IN-KY-OH,17140,Cincinnati,1376,24,2020-06-13
18,IN,IN,35220,New Castle,10,2,2020-06-13
18,IN,IN,34620,Muncie,9,3,2020-06-13
18,IN,IN,47700,Warsaw,99,0,2020-06-13
18,IN,IN,47780,Washington,22,0,2020-06-13
18,IN,IN,37940,Peru,16,1,2020-06-13
18,IN,IN,13260,Bedford,13,0,2020-06-13
18,IN,IN,42980,Seymour,15,1,2020-06-13
18,IN,IN,18220,Connersville,6,0,2020-06-13
18,IN,IN,12140,Auburn,49,1,2020-06-13
18,IN,IN,11420,Angola,6,0,2020-06-13
18,IN,IN,35860,North Vernon,20,5,2020-06-13
18,IN,IN,33140,Michigan City-La Porte,18,1,2020-06-13
18,IN,IN,18820,Crawfordsville,10,0,2020-06-13
18,IN,IN,38500,Plymouth,71,0,2020-06-13
18,IN,IN,39980,Richmond,821,19,2020-06-13
19,IA,IA,26980,Iowa City,91,0,2020-06-13
19,IA,IA,36900,Ottumwa,13,1,2020-06-13
19,IA,IA,44740,Storm Lake,161,4,2020-06-13
19,IA,IA,34700,Muscatine,10,0,2020-06-13
19,IA,IA,14340,Boone,24,1,2020-06-13
19,IA,IA,11180,Ames,204,1,2020-06-13
19,IA,IA,35500,Newton,13,0,2020-06-13
19,IA,IA,21840,Fairfield,4,0,2020-06-13
19,IA,IA,32260,Marshalltown,28,0,2020-06-13
19,IA,IA-NE,36540,Omaha-Council Bluffs,918,22,2020-06-13
19,IA,IA,22700,Fort Dodge,19,0,2020-06-13
19,IA,IA,36820,Oskaloosa,2,1,2020-06-13
19,IA,IA,16300,Cedar Rapids,70,0,2020-06-13
19,IA,IA,44020,Spirit Lake,73,2,2020-06-13
19,IA,IA,43980,Spencer,42,0,2020-06-13
19,IA,IA-NE-SD,43580,Sioux City,127,5,2020-06-13
19,IA,IA,19780,Des Moines-West Des Moines,477,13,2020-06-13
19,IA,IA,20220,Dubuque,29,1,2020-06-13
19,IA,IA,32380,Mason City,19,0,2020-06-13
19,IA,IA,17540,Clinton,6,0,2020-06-13
20,KS,KS-MO,28140,Kansas City,752,23,2020-06-13
20,KS,KS,24460,Great Bend,4,0,2020-06-13
20,KS,KS,48620,Wichita,139,2,2020-06-13
20,KS,KS,19980,Dodge City,59,0,2020-06-13
20,KS,KS,23780,Garden City,8,0,2020-06-13
20,KS,KS,37660,Parsons,1,0,2020-06-13
20,KS,KS-MO,41140,St. Joseph,47,1,2020-06-13
20,KS,KS,25700,Hays,2,0,2020-06-13
20,KS,KS,30580,Liberal,31,0,2020-06-13
20,KS,KS,29940,Lawrence,11,0,2020-06-13
20,KS,KS,17700,Coffeyville,4,1,2020-06-13
20,KS,KS,36840,Ottawa,8,0,2020-06-13
20,KS,KS,32700,McPherson,3,0,2020-06-13
20,KS,KS,41460,Salina,12,0,2020-06-13
20,KS,KS,45820,Topeka,54,1,2020-06-13
20,KS,KS,27920,Junction City,5,0,2020-06-13
20,KS,KS,38260,Pittsburg,149,0,2020-06-13
20,KS,KS,31740,Manhattan,41,0,2020-06-13
20,KS,KS,11680,Arkansas City-Winfield,13,0,2020-06-13
20,KS,KS,11860,Atchison,1,0,2020-06-13
20,KS,KS,26740,Hutchinson,16,0,2020-06-13
20,KS,KS,21380,Emporia,20,0,2020-06-13
21,KY,KY,36980,Owensboro,29,0,2020-06-13
21,KY,KY-TN,46460,Union City,18,0,2020-06-13
21,KY,KY,30940,London,34,0,2020-06-13
21,KY,KY,23980,Glasgow,10,0,2020-06-13
21,KY,KY,15820,Campbellsville,13,0,2020-06-13
21,KY,KY-WV-OH,26580,Huntington-Ashland,59,0,2020-06-13
21,KY,KY,14540,Bowling Green,152,2,2020-06-13
21,KY,KY,40080,Richmond-Berea,23,0,2020-06-13
21,KY,KY,33180,Middlesborough,1,0,2020-06-13
21,KY,KY,12680,Bardstown,6,0,2020-06-13
21,KY,KY,30460,Lexington-Fayette,259,4,2020-06-13
21,KY,KY,34460,Mount Sterling,12,0,2020-06-13
21,KY,KY,21060,Elizabethtown-Fort Knox,3,1,2020-06-13
21,KY,KY-TN,17300,Clarksville,81,0,2020-06-13
21,KY,KY,43700,Somerset,12,0,2020-06-13
21,KY,KY,34660,Murray,8,0,2020-06-13
21,KY,KY,32460,Mayfield,15,0,2020-06-13
21,KY,KY,31580,Madisonville,8,2,2020-06-13
21,KY,KY,32500,Maysville,8,0,2020-06-13
22,LA,LA,25220,Hammond,115,0,2020-06-13
22,LA,LA,29180,Lafayette,813,5,2020-06-13
22,LA,LA,26380,Houma-Thibodaux,134,9,2020-06-13
22,LA,LA,29340,Lake Charles,190,2,2020-06-13
22,LA,LA,12940,Baton Rouge,740,14,2020-06-13
22,LA,LA,12820,Bastrop,48,0,2020-06-13
22,LA,LA,14220,Bogalusa,59,1,2020-06-13
22,LA,LA,40820,Ruston,71,1,2020-06-13
22,LA,LA,43340,Shreveport-Bossier City,520,17,2020-06-13
22,LA,LA,35380,New Orleans-Metairie,1010,31,2020-06-13
22,LA,LA,36660,Opelousas,136,0,2020-06-13
22,LA,LA,22860,Fort Polk South,31,1,2020-06-13
22,LA,LA,19760,DeRidder,28,1,2020-06-13
22,LA,LA,10780,Alexandria,242,9,2020-06-13
22,LA,LA,33740,Monroe,309,7,2020-06-13
22,LA,LA,35060,Natchitoches,9,0,2020-06-13
22,LA,LA-MS,35020,Natchez,23,1,2020-06-13
22,LA,LA,34020,Morgan City,30,2,2020-06-13
23,ME,ME,38860,Portland-South Portland,171,1,2020-06-13
23,ME,ME,12620,Bangor,1,0,2020-06-13
23,ME,ME,12300,Augusta-Waterville,4,0,2020-06-13
23,ME,ME,30340,Lewiston-Auburn,34,1,2020-06-13
24,MD,MD,12580,Baltimore-Columbia-Towson,1566,103,2020-06-13
24,MD,MD,20660,Easton,6,0,2020-06-13
24,MD,MD-WV,19060,Cumberland,4,0,2020-06-13
24,MD,MD-WV,25180,Hagerstown-Martinsburg,87,4,2020-06-13
24,MD,MD,15700,Cambridge,20,0,2020-06-13
24,MD,MD,15680,California-Lexington Park,24,5,2020-06-13
25,MA,MA-NH,14460,Boston-Cambridge-Newton,1331,177,2020-06-13
25,MA,MA,24640,Greenfield Town,10,3,2020-06-13
25,MA,MA,47240,Vineyard Haven,2,0,2020-06-13
25,MA,MA,38340,Pittsfield,13,2,2020-06-13
25,MA,MA-RI,39300,Providence-Warwick,784,86,2020-06-13
25,MA,MA,12700,Barnstable Town,34,9,2020-06-13
26,MI,MI-WI,31940,Marinette,6,0,2020-06-13
26,MI,MI-WI,27020,Iron Mountain,0,0,2020-06-13
26,MI,MI,34380,Mount Pleasant,77,2,2020-06-13
26,MI,MI,13020,Bay City,28,0,2020-06-13
26,MI,MI,33220,Midland,124,0,2020-06-13
27,MN,MN,40340,Rochester,326,13,2020-06-13
27,MN,MN-WI,33460,Minneapolis-St. Paul-Bloomington,1883,91,2020-06-13
27,MN,MN,31860,Mankato-North Mankato,44,2,2020-06-13
27,MN,MN-WI,29100,La Crosse-Onalaska,135,0,2020-06-13
27,MN,MN,32140,Marshall,102,5,2020-06-13
27,MN,MN,41060,St. Cloud,46,2,2020-06-13
27,MN,MN,35580,New Ulm,5,0,2020-06-13
27,MN,MN,36940,Owatonna,11,0,2020-06-13
27,MN,MN,39860,Red Wing,10,0,2020-06-13
27,MN,MN-WI,20260,Duluth,19,0,2020-06-13
27,MN,MN,13420,Bemidji,3,0,2020-06-13
27,MN,MN,22260,Fergus Falls,5,0,2020-06-13
27,MN,MN,14660,Brainerd,6,2,2020-06-13
27,MN,MN,12380,Austin,146,0,2020-06-13
27,MN,MN,22060,Faribault-Northfield,58,1,2020-06-13
27,MN,MN-ND,22020,Fargo,135,3,2020-06-13
27,MN,MN,49380,Worthington,23,0,2020-06-13
27,MN,MN,10660,Albert Lea,29,0,2020-06-13
27,MN,MN-ND,47420,Wahpeton,13,0,2020-06-13
27,MN,MN-ND,24220,Grand Forks,24,0,2020-06-13
27,MN,MN,48820,Willmar,19,0,2020-06-13
27,MN,MN,49100,Winona,10,0,2020-06-13
28,MS,MS,18420,Corinth,4,0,2020-06-13
28,MS,MS,24900,Greenwood,153,3,2020-06-13
28,MS,MS,38100,Picayune,5,1,2020-06-13
28,MS,MS,46180,Tupelo,73,3,2020-06-13
28,MS,MS,32940,Meridian,23,1,2020-06-13
28,MS,MS,29860,Laurel,78,7,2020-06-13
28,MS,MS,24980,Grenada,17,0,2020-06-13
28,MS,MS,25060,Gulfport-Biloxi-Pascagoula,117,1,2020-06-13
28,MS,MS,25620,Hattiesburg,40,1,2020-06-13
28,MS,MS,32620,McComb,35,0,2020-06-13
28,MS,MS,15020,Brookhaven,14,0,2020-06-13
28,MS,MS,46980,Vicksburg,41,4,2020-06-13
28,MS,MS,17260,Clarksdale,11,2,2020-06-13
28,MS,MS,26940,Indianola,15,0,2020-06-13
28,MS,MS,37060,Oxford,117,2,2020-06-13
28,MS,MS,44260,Starkville,38,1,2020-06-13
28,MS,MS,24740,Greenville,150,3,2020-06-13
28,MS,MS,17380,Cleveland,78,2,2020-06-13
29,MO,MO,25300,Hannibal,5,0,2020-06-13
29,MO,MO,22780,Fort Leonard Wood,0,0,2020-06-13
29,MO,MO,14700,Branson,18,0,2020-06-13
29,MO,MO,30060,Lebanon,107,1,2020-06-13
29,MO,MO,22100,Farmington,102,9,2020-06-13
29,MO,MO,40620,Rolla,2,0,2020-06-13
29,MO,MO,32340,Maryville,3,0,2020-06-13
29,MO,MO,33020,Mexico,12,0,2020-06-13
29,MO,MO,42740,Sedalia,14,0,2020-06-13
29,MO,MO,28380,Kennett,49,1,2020-06-13
29,MO,MO,17860,Columbia,1213,9,2020-06-13
29,MO,MO,33620,Moberly,2,0,2020-06-13
29,MO,MO,38740,Poplar Bluff,22,0,2020-06-13
29,MO,MO,27620,Jefferson City,11,0,2020-06-13
29,MO,MO,28860,Kirksville,11,0,2020-06-13
29,MO,MO,27900,Joplin,262,1,2020-06-13
29,MO,MO,43460,Sikeston,23,0,2020-06-13
29,MO,MO,47660,Warrensburg,11,0,2020-06-13
31,NE,NE,42420,Scottsbluff,18,0,2020-06-13
31,NE,NE,35820,North Platte,2,0,2020-06-13
31,NE,NE,35740,Norfolk,11,0,2020-06-13
31,NE,NE,23340,Fremont,45,4,2020-06-13
31,NE,NE,13100,Beatrice,2,0,2020-06-13
31,NE,NE,28260,Kearney,3,0,2020-06-13
31,NE,NE,25580,Hastings,4,0,2020-06-13
31,NE,NE,24260,Grand Island,13,0,2020-06-13
31,NE,NE,30420,Lexington,5,0,2020-06-13
32,NV,NV,49080,Winnemucca,1,0,2020-06-13
32,NV,NV,21980,Fallon,0,0,2020-06-13
32,NV,NV,22280,Fernley,9,0,2020-06-13
32,NV,NV,21220,Elko,24,0,2020-06-13
32,NV,NV,37220,Pahrump,7,0,2020-06-13
32,NV,NV,39900,Reno,265,4,2020-06-13
32,NV,NV,23820,Gardnerville Ranchos,10,0,2020-06-13
32,NV,NV,16180,Carson City,11,0,2020-06-13
32,NV,NV,29820,Las Vegas-Henderson-Paradise,1945,20,2020-06-13
33,NH,NH,29060,Laconia,5,0,2020-06-13
33,NH,NH-VT,17200,Claremont-Lebanon,1,0,2020-06-13
33,NH,NH,31700,Manchester-Nashua,227,20,2020-06-13
33,NH,NH,28300,Keene,5,0,2020-06-13
33,NH,NH-VT,13620,Berlin,0,0,2020-06-13
33,NH,NH,18180,Concord,6,0,2020-06-13
34,NJ,NJ-NY-PA,35620,New York-Newark-Jersey City,3036,315,2020-06-13
34,NJ,NJ,47220,Vineland-Bridgeton,147,19,2020-06-13
34,NJ,NJ-PA,10900,Allentown-Bethlehem-Easton,255,33,2020-06-13
34,NJ,NJ,45940,Trenton,194,11,2020-06-13
34,NJ,NJ,36140,Ocean City,43,5,2020-06-13
34,NJ,NJ,12100,Atlantic City-Hammonton,185,17,2020-06-13
35,NM,NM,19700,Deming,29,1,2020-06-13
35,NM,NM,10740,Albuquerque,202,6,2020-06-13
35,NM,NM,26020,Hobbs,28,0,2020-06-13
35,NM,NM,38780,Portales,1,1,2020-06-13
35,NM,NM,43500,Silver City,0,0,2020-06-13
35,NM,NM,42140,Santa Fe,28,0,2020-06-13
35,NM,NM,45340,Taos,1,0,2020-06-13
35,NM,NM,21580,Espa?÷ú?√╞ola,20,0,2020-06-13
35,NM,NM,24380,Grants,14,3,2020-06-13
35,NM,NM,10460,Alamogordo,170,2,2020-06-13
35,NM,NM,40740,Roswell,11,0,2020-06-13
35,NM,NM,17580,Clovis,37,0,2020-06-13
35,NM,NM,23700,Gallup,171,18,2020-06-13
35,NM,NM,29780,Las Vegas,2,0,2020-06-13
35,NM,NM,31060,Los Alamos,1,0,2020-06-13
35,NM,NM,16100,Carlsbad-Artesia,5,0,2020-06-13
36,NY,NY,10580,Albany-Schenectady-Troy,104,10,2020-06-13
36,NY,NY,42900,Seneca Falls,1,0,2020-06-13
36,NY,NY,27060,Ithaca,2,0,2020-06-13
36,NY,NY,45060,Syracuse,229,12,2020-06-13
36,NY,NY,36460,Olean,12,1,2020-06-13
36,NY,NY,46540,Utica-Rome,148,12,2020-06-13
36,NY,NY,38460,Plattsburgh,2,0,2020-06-13
36,NY,NY,18500,Corning,7,0,2020-06-13
36,NY,NY,36580,Oneonta,4,0,2020-06-13
36,NY,NY,11220,Amsterdam,3,0,2020-06-13
36,NY,NY,15380,Buffalo-Cheektowaga-Niagara Falls,308,25,2020-06-13
36,NY,NY,31660,Malone,3,0,2020-06-13
36,NY,NY,21300,Elmira,1,0,2020-06-13
36,NY,NY,27460,Jamestown-Dunkirk-Fredonia,9,0,2020-06-13
36,NY,NY,13780,Binghamton,24,1,2020-06-13
36,NY,NY,12860,Batavia,10,0,2020-06-13
36,NY,NY,24100,Gloversville,12,1,2020-06-13
36,NY,NY,24020,Glens Falls,6,0,2020-06-13
36,NY,NY,36300,Ogdensburg-Massena,2,0,2020-06-13
36,NY,NY,28740,Kingston,16,2,2020-06-13
36,NY,NY,18660,Cortland,2,0,2020-06-13
36,NY,NY,26460,Hudson,23,1,2020-06-13
37,NC,NC-VA,47260,Virginia Beach-Norfolk-Newport News,40,1,2020-06-13
37,NC,NC,39580,Raleigh,1359,4,2020-06-13
37,NC,NC,35100,New Bern,48,1,2020-06-13
37,NC,NC-SC,16740,Charlotte-Concord-Gastonia,3222,27,2020-06-13
37,NC,NC,11700,Asheville,136,1,2020-06-13
37,NC,NC,40260,Roanoke Rapids,43,4,2020-06-13
37,NC,NC,48900,Wilmington,268,0,2020-06-13
37,NC,NC,48980,Wilson,121,3,2020-06-13
37,NC,NC,49180,Winston-Salem,664,6,2020-06-13
37,NC,NC,14820,Brevard,3,0,2020-06-13
37,NC,NC,38240,Pinehurst-Southern Pines,70,1,2020-06-13
37,NC,NC,40580,Rocky Mount,113,0,2020-06-13
37,NC,NC,40460,Rockingham,32,1,2020-06-13
37,NC,NC,35900,North Wilkesboro,24,0,2020-06-13
37,NC,NC,10620,Albemarle,64,1,2020-06-13
37,NC,NC,25860,Hickory-Lenoir-Morganton,474,2,2020-06-13
37,NC,NC,21020,Elizabeth City,41,1,2020-06-13
37,NC,NC,25780,Henderson,40,4,2020-06-13
37,NC,NC,22180,Fayetteville,160,3,2020-06-13
37,NC,NC,41820,Sanford,124,3,2020-06-13
37,NC,NC,29900,Laurinburg,20,0,2020-06-13
37,NC,NC,34340,Mount Airy,63,0,2020-06-13
37,NC,NC,22580,Forest City,21,2,2020-06-13
37,NC,NC,33980,Morehead City,8,0,2020-06-13
37,NC,NC,24660,Greensboro-High Point,600,18,2020-06-13
37,NC,NC,24140,Goldsboro,174,2,2020-06-13
37,NC,NC,31300,Lumberton,126,3,2020-06-13
37,NC,NC,28820,Kinston,52,2,2020-06-13
37,NC,NC-SC,34820,Myrtle Beach-Conway-North Myrtle Beach,1070,12,2020-06-13
37,NC,NC,28620,Kill Devil Hills,5,0,2020-06-13
37,NC,NC,20500,Durham-Chapel Hill,769,8,2020-06-13
37,NC,NC,43140,Shelby,70,0,2020-06-13
37,NC,NC,20380,Dunn,105,0,2020-06-13
37,NC,NC,19000,Cullowhee,9,0,2020-06-13
38,ND,ND,19860,Dickinson,5,0,2020-06-13
38,ND,ND,33500,Minot,7,0,2020-06-13
38,ND,ND,13900,Bismarck,53,0,2020-06-13
38,ND,ND,48780,Williston,0,0,2020-06-13
38,ND,ND,27420,Jamestown,9,0,2020-06-13
39,OH,OH,15340,Bucyrus,1,1,2020-06-13
39,OH,OH,45780,Toledo,90,23,2020-06-13
39,OH,OH,31900,Mansfield,27,0,2020-06-13
39,OH,OH,41400,Salem,186,7,2020-06-13
39,OH,OH,31930,Marietta,2,1,2020-06-13
39,OH,OH,15940,Canton-Massillon,83,0,2020-06-13
39,OH,OH,10420,Akron,120,12,2020-06-13
39,OH,OH-PA,49660,Youngstown-Warren-Boardman,138,22,2020-06-13
39,OH,OH,16380,Celina,14,0,2020-06-13
39,OH,OH,19580,Defiance,2,0,2020-06-13
39,OH,OH,35940,Norwalk,25,0,2020-06-13
39,OH,OH,19380,Dayton,395,5,2020-06-13
39,OH,OH,30620,Lima,16,3,2020-06-13
39,OH,OH,11740,Ashland,13,0,2020-06-13
39,OH,OH,11780,Ashtabula,25,4,2020-06-13
39,OH,OH,11900,Athens,34,1,2020-06-13
39,OH,OH,49300,Wooster,19,0,2020-06-13
39,OH,OH,22300,Findlay,1,0,2020-06-13
39,OH,OH-WV,38580,Point Pleasant,0,0,2020-06-13
39,OH,OH,49780,Zanesville,7,0,2020-06-13
39,OH,OH,38840,Port Clinton,4,1,2020-06-13
39,OH,OH,39020,Portsmouth,2,0,2020-06-13
39,OH,OH,45660,Tiffin,2,0,2020-06-13
39,OH,OH,13340,Bellefontaine,1,0,2020-06-13
39,OH,OH,43380,Sidney,2,0,2020-06-13
39,OH,OH,17460,Cleveland-Elyria,550,46,2020-06-13
39,OH,OH,41780,Sandusky,26,4,2020-06-13
39,OH,OH,46780,Van Wert,6,0,2020-06-13
39,OH,OH,47540,Wapakoneta,5,0,2020-06-13
39,OH,OH,35420,New Philadelphia-Dover,20,3,2020-06-13
39,OH,OH,46500,Urbana,3,0,2020-06-13
39,OH,OH,18740,Coshocton,9,0,2020-06-13
39,OH,OH,17060,Chillicothe,5,0,2020-06-13
40,OK,OK,46140,Tulsa,900,4,2020-06-13
40,OK,OK,21120,Elk City,1,0,2020-06-13
40,OK,OK,11060,Altus,2,0,2020-06-13
40,OK,OK,30020,Lawton,47,1,2020-06-13
40,OK,OK,34780,Muskogee,24,1,2020-06-13
40,OK,OK,21420,Enid,10,0,2020-06-13
40,OK,OK,36420,Oklahoma City,650,2,2020-06-13
40,OK,OK,33060,Miami,7,0,2020-06-13
40,OK,OK,11620,Ardmore,9,0,2020-06-13
40,OK,OK,12780,Bartlesville,22,1,2020-06-13
40,OK,OK,49260,Woodward,3,0,2020-06-13
40,OK,OK,25100,Guymon,15,0,2020-06-13
40,OK,OK,43060,Shawnee,16,0,2020-06-13
40,OK,OK,20460,Durant,21,0,2020-06-13
40,OK,OK,45140,Tahlequah,24,0,2020-06-13
40,OK,OK,32540,McAlester,5,0,2020-06-13
40,OK,OK,10220,Ada,4,0,2020-06-13
40,OK,OK,38620,Ponca City,14,0,2020-06-13
40,OK,OK,44660,Stillwater,143,0,2020-06-13
40,OK,OK,20340,Duncan,5,0,2020-06-13
41,OR,OR-WA,38900,Portland-Vancouver-Hillsboro,682,11,2020-06-13
41,OR,OR,39260,Prineville,1,0,2020-06-13
41,OR,OR,26220,Hood River,17,0,2020-06-13
41,OR,OR,25840,Hermiston-Pendleton,99,0,2020-06-13
41,OR,OR,40700,Roseburg,3,0,2020-06-13
41,OR,OR,13460,Bend-Redmond,5,0,2020-06-13
41,OR,OR,18300,Coos Bay,1,0,2020-06-13
41,OR,OR,21660,Eugene,8,0,2020-06-13
41,OR,OR,35440,Newport,80,0,2020-06-13
41,OR,OR,24420,Grants Pass,3,0,2020-06-13
41,OR,OR,45520,The Dalles,4,0,2020-06-13
41,OR,OR,15060,Brookings,22,0,2020-06-13
41,OR,OR,29260,La Grande,241,0,2020-06-13
41,OR,OR,28900,Klamath Falls,32,0,2020-06-13
41,OR,OR,18700,Corvallis,3,0,2020-06-13
41,OR,OR,32780,Medford,7,0,2020-06-13
41,OR,OR,11820,Astoria,0,0,2020-06-13
42,PA,PA,25420,Harrisburg-Carlisle,235,16,2020-06-13
42,PA,PA,30820,Lock Haven,9,0,2020-06-13
42,PA,PA,38300,Pittsburgh,170,12,2020-06-13
42,PA,PA,30380,Lewistown,2,0,2020-06-13
42,PA,PA,30260,Lewisburg,16,0,2020-06-13
42,PA,PA,26500,Huntingdon,3,0,2020-06-13
42,PA,PA,11020,Altoona,4,0,2020-06-13
42,PA,PA,47620,Warren,0,0,2020-06-13
42,PA,PA,29540,Lancaster,267,21,2020-06-13
42,PA,PA,42540,Scranton--Wilkes-Barre--Hazleton,62,17,2020-06-13
42,PA,PA,23900,Gettysburg,27,2,2020-06-13
42,PA,PA,14620,Bradford,0,0,2020-06-13
42,PA,PA,42780,Selinsgrove,2,0,2020-06-13
42,PA,PA,20700,East Stroudsburg,23,4,2020-06-13
42,PA,PA,49620,York-Hanover,114,5,2020-06-13
42,PA,PA,16540,Chambersburg-Waynesboro,40,0,2020-06-13
42,PA,PA,26860,Indiana,5,0,2020-06-13
42,PA,PA,20180,DuBois,16,0,2020-06-13
42,PA,PA,36340,Oil City,0,0,2020-06-13
42,PA,PA,32740,Meadville,6,0,2020-06-13
42,PA,PA,44300,State College,20,0,2020-06-13
42,PA,PA,27780,Johnstown,1,0,2020-06-13
42,PA,PA,39740,Reading,107,6,2020-06-13
42,PA,PA,42380,Sayre,3,0,2020-06-13
42,PA,PA,39060,Pottsville,36,0,2020-06-13
42,PA,PA,44980,Sunbury,37,0,2020-06-13
42,PA,PA,48700,Williamsport,4,2,2020-06-13
42,PA,PA,14100,Bloomsburg-Berwick,32,0,2020-06-13
42,PA,PA,21500,Erie,85,2,2020-06-13
45,SC,SC,35140,Newberry,32,1,2020-06-13
45,SC,SC,44940,Sumter,196,1,2020-06-13
45,SC,SC,25940,Hilton Head Island-Bluffton-Beaufort,294,2,2020-06-13
45,SC,SC,23500,Gaffney,17,1,2020-06-13
45,SC,SC,13500,Bennettsville,35,0,2020-06-13
45,SC,SC,43900,Spartanburg,307,2,2020-06-13
45,SC,SC,36700,Orangeburg,162,2,2020-06-13
45,SC,SC,42860,Seneca,37,1,2020-06-13
45,SC,SC,16700,Charleston-North Charleston,1109,5,2020-06-13
45,SC,SC,22500,Florence,161,3,2020-06-13
45,SC,SC,24860,Greenville-Anderson-Mauldin,1338,7,2020-06-13
45,SC,SC,23860,Georgetown,115,0,2020-06-13
46,SD,SD,43940,Spearfish,4,0,2020-06-13
46,SD,SD,49460,Yankton,7,0,2020-06-13
46,SD,SD,43620,Sioux Falls,123,2,2020-06-13
46,SD,SD,46820,Vermillion,17,0,2020-06-13
46,SD,SD,10100,Aberdeen,20,0,2020-06-13
46,SD,SD,39660,Rapid City,100,4,2020-06-13
46,SD,SD,33580,Mitchell,3,0,2020-06-13
46,SD,SD,38180,Pierre,11,0,2020-06-13
46,SD,SD,26700,Huron,63,0,2020-06-13
47,TN,TN,46100,Tullahoma-Manchester,13,0,2020-06-13
47,TN,TN,20540,Dyersburg,63,0,2020-06-13
47,TN,TN,34980,Nashville-Davidson--Murfreesboro--Franklin,2169,22,2020-06-13
47,TN,TN,24620,Greeneville,3,0,2020-06-13
47,TN,TN,27740,Johnson City,22,0,2020-06-13
47,TN,TN-VA,28700,Kingsport-Bristol-Bristol,23,0,2020-06-13
47,TN,TN,43180,Shelbyville,53,0,2020-06-13
47,TN,TN,32660,McMinnville,4,0,2020-06-13
47,TN,TN,32280,Martin,13,0,2020-06-13
47,TN,TN,42940,Sevierville,205,1,2020-06-13
47,TN,TN,29980,Lawrenceburg,24,2,2020-06-13
47,TN,TN,28940,Knoxville,209,1,2020-06-13
47,TN,TN,34100,Morristown,55,1,2020-06-13
47,TN,TN,18900,Crossville,8,1,2020-06-13
47,TN,TN,18260,Cookeville,74,1,2020-06-13
47,TN,TN,37540,Paris,38,2,2020-06-13
