geoid,name,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07
43780,South Bend-Mishawaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,1,0,1,1,1,2,0,2,0,1,0,1,2,1,0,3,1,2,2,0,2,1,0,0,1,3,0,1,0,1,1,2,1,0,1,0,0,0,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,2,1,4,1,0,4,1,1,1,5,0,0,0,1,2,0,0,3,0,1,1,1,0,1,2,2,3,0,0,1,0,2,0,0,2,1,0,0,0,0,0,1,0,2,2,0,1,1,1,0,1,0,0,1,0,2,1,1,1,1,0,0,2,1,2,2,0,0,1,2,0,1,0,1,0,2,2,0,0,0,2,0,0,2,0,1,2,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,1,3,1,3,3,1,1,0,7,2,0,4,2,7,3,7,3,2,5,2,3,3,6,0,3,3,4,3,3,4,2,3,8,2,4,4,2,2,1,2,2,1,1,1,1,2,3,2,3,2,1,2,3,2,8,12,3,2,2,3,4,6,5,2,1,2,2,7,4,4,4,8,3,4,9,5,10,3,8,7,0,6,5,8,2,5,1,2,15,5,8,0,9,2,2,7,4,7,0,9,4,1,9,2,13,5,8,0,2,5,0,4,0,5,2,1,9,0,5,1,4,1,1,2,2,2,6,0,0,1,4,3,109,2,7,2
43340,Shreveport-Bossier City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,3,0,5,1,1,10,3,8,3,2,13,2,0,1,17,5,0,1,12,2,3,12,2,1,0,7,2,1,8,7,3,6,1,1,1,9,2,2,3,2,4,2,4,5,4,5,9,0,2,0,1,0,16,4,0,0,2,0,5,8,2,0,1,1,8,0,6,3,1,0,4,0,0,0,4,1,1,3,2,0,2,4,1,0,0,5,2,4,0,0,0,5,1,2,10,0,2,0,1,0,1,5,1,1,2,1,0,5,5,0,4,4,9,3,0,6,0,5,0,4,9,4,2,0,10,0,4,5,4,8,0,4,0,2,2,2,1,0,6,1,4,3,3,3,0,7,1,3,2,1,1,0,5,2,3,2,4,2,0,7,1,1,1,2,2,0,2,0,4,2,4,2,0,7,1,1,0,1,5,0,0,6,2,3,0,7,0,3,4,0,2,0,5,0,6,2,2,0,3,2,0,9,3,3,2,1,3,0,0,5,1,0,3,0,0,1,0,7,0,3,4,0,1,5,3,0,7,26,0,0,0,3,2,0,10,0,4,6,3,6,0,6,0,2,2,3,4,0,4,0,11,8,2,5,3,3,0,1,8,3,1,1,1,0,14,19,5,8,13,0,0,7,5,5,2,6,0,0,5,3,2,3,6,12,0,4,17,6,4,3,0,0,10,11,10,13,3,5,0,10,2,9,5,0,7,0,7,13,2,15,7,3,0,3
40340,Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,0,3,5,3,2,4,8,0,5,4,7,1,1,5,1,1,0,0,15,6,3,5,8,2,5,4,4,3,2,1,4,2,0,1,5,40,6,4,3,5,7,2,3,3,2,10,4,2,3,3,6,3,6,12,9,4,9,2,4,7,0,4,6,4,5,2,2,3,2,3,6,3,3,1,1,1,1,0,3,2,4,3,3,1,1,1,1,3,1,1,0,1,0,0,0,0,0,0,2,1,1,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,0,16,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,2,3,3,3,0,1,2,0,0,1,2,1,1,0,3,4,2,9,4,5,2,3,8,5,8,5,7,8,5,6,13,15,12,8,14,6,11,9,12,15,16,10,14,33,17,15,14,22,13,13,9,14,22,21,14,11,15,18,17,21,14,17,14,20,18,15,11,14,14,14,11,12,17,17,14,14,11,4,13,12,14,11,10,6,7,13,11,4,11,14,5
25620,Hattiesburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,1,0,2,2,0,1,1,1,0,3,2,2,1,0,0,2,0,1,3,0,1,0,2,3,0,0,1,1,2,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,1,1,1,2,0,3,0,1,2,0,1,2,1,0,1,0,0,2,1,1,2,1,1,2,2,2,1,0,1,0,1,1,1,1,0,3,0,1,2,4,1,3,1,1,0,0,1,0,2,1,0,0,1,0,1,1,2,1,0,1,0,0,3,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,1,1,0,0,5,1,0,0,1,0,0,2,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,1,1,1,0,2,1,1,0,1,1,0,1,1,0,1,1,2,2,2,1,3,1,3,0,0,2,1,2,0,2,0,1,2,1,4,1,3,1,0,1,0,1,1,2,0,0,1,1,1,2,0,1,2,1,0,1,1,4,0
10740,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,0,0,0,1,3,1,2,0,3,0,2,0,2,5,1,1,0,5,0,4,2,2,1,0,2,2,0,3,4,5,0,3,2,1,1,1,1,2,2,4,1,2,1,2,2,0,0,4,3,4,0,0,0,1,1,3,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,2,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,2,1,3,2,1,0,1,0,1,2,1,0,1,0,2,2,1,2,2,3,2,2,2,3,0,3,3,0,0,1,4,1,1,2,2,0,0,0,0,0,2,1,2,1,3,3,4,0,1,0,0,3,2,1,2,0,1,2,1,0,1,0,0,1,0,2,1,1,1,2,0,2,0,2,0,1,1,2,1,0,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,1,0,2,1,2,2,1,5,0,4,2,5,4,3,2,1,6,7,2,10,7,5,1,5,7,6,2,5,3,15,5,5,15,2,11,10,13,4,8,5,10,4,8,1,11,15,12,16,4,1,12,15,9,9,9,6,9,10,11,20,6,9,9,6,8,20,16,18,7,11,16,4,6,12,7,8,8,5,10,20,20,9,5,6,6,7,4,5,17,11,8,7,9,8,10,11,13,13,2,6,7,8,5,7,8,1,2,9,5,9,2,4
42140,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,1,0,1,1,1,1,4,0,0,1,0,1,1,2,1,0,0,0,2,1,1,1,2,1,4,2,4,1,0,1,0,2,3,1,0,0,3,2,2,0,1,0,2,1,2,1,4,1,0,0,1,1,1,1,1,0,3,1,0,1,3,5,4,1,1,1,0,0,3,0,1,2,2,0,2,1,1,0,1
16740,Charlotte-Concord-Gastonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3,2,3,2,3,2,0,3,0,1,13,5,1,4,5,5,2,7,4,2,4,12,1,6,3,2,6,2,5,3,6,4,7,0,1,5,2,2,1,0,0,4,0,0,1,5,1,1,2,2,0,1,5,10,9,5,0,3,5,3,5,7,1,4,3,3,5,4,6,0,2,1,5,4,6,4,2,3,2,3,4,5,2,2,3,0,2,5,7,1,3,1,1,2,5,8,3,0,2,7,5,1,4,7,4,4,5,5,5,9,9,2,12,2,5,14,12,10,5,22,3,10,7,3,13,10,8,8,1,9,9,4,13,3,0,5,2,12,5,10,5,7,0,13,10,8,3,11,5,6,12,16,5,19,5,6,1,13,5,5,5,2,9,1,11,9,9,7,1,4,2,7,6,7,21,12,2,2,2,9,7,4,8,4,2,4,8,5,9,4,2,3,9,4,2,4,7,5,1,5,8,15,7,0,6,7,5,11,6,16,7,3,3,12,9,5,5,1,3,4,10,13,4,8,3,15,6,11,14,5,14,6,4,7,9,11,0,8,2,13,9,6,11,8,13,4,25,8,10,9,5,11,3,11,12,13,19,15,9,20,8,13,15,27,3,0,58,7,2,9,34,18,8,19,23,8,26,16,33,38,9,29,20,21,36,22,29,19,22,6,21,26,34,16,20,21,12,15,18,33,19,37,37,15,29,25,21,17,18,13
33500,Minot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,0,1,0,0,1,0,0,2,0,5,3,3,3,0,0,3,0,1,3,1,0,0,0,2,1,1,5,2,0,9,5,3,0,4,0,0,2,1,8,5,3,2,0,9,3,1,3,6,0,0,8,0,2,5,4,0,1,9,2,2,0,2,0,2,8,1,1,6,3,0,0,0,7,1,7,3,0,0,2,4,0,3,0,0,1,2,1,0,0,0,1,0,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,2,3,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15940,Canton-Massillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,3,0,0,1,5,0,4,1,1,1,1,3,0,2,5,0,0,1,1,3,11,1,1,1,0,4,2,1,2,5,0,0,2,0,1,1,4,0,3,2,0,0,1,9,0,0,1,2,0,0,0,0,1,6,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,3,0,1,0,1,0,0,1,1,3,2,0,4,1,0,0,5,0,0,2,0,0,0,1,2,0,0,1,0,0,2,2,0,1,2,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,0,0,4,6,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,1,0,0,1,0,1,2,1,0,0,0,2,1,1,0,0,0,2,0,0,1,0,2,0,0,0,9,0,3,12,0,1,7,3,1,2,5,0,1,1,2,3,4,0,3,0,5,0,1,0,0,0,1,1,10,8,0,0,2,9,5,9,25,0,18,6,1,7,4,16,0,2,0,1,3,1,6,7,5,0,13,6,9,1,1,5,0,8,2,5,3,0,1,14,0,0,0,1,0,0,0
25840,Hermiston-Pendleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,1,0,0,0,3,2,2,1,1,0,0,2,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,3,1,3,1,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0
13460,Bend-Redmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,1,1,3,0,0,1,2,0,1,0,0,0,1,1,1,0,2,0,0,0,1,1,0,0,0
30980,Longview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,1,0,8,3,0,2,0,0,0,1,0,0,1,1,0,1,3,0,0,2,0,2,0,0,2,3,4,7,0,0,0,1,0,2,1,1,1,1,1,3,2,0,0,0,0,0,2,0,5,2,1,0,0,0,1,0,1,0,0,5,1,3,1,3,0,0,0,1,5,1,2,0,0,6,3,1,1,0,0,0,1,2,2,1,1,0,0,2,0,0,1,2,0,3,0,2,1,2,1,1,1,1,0,0,2,1,1,0,2,5,0,7,1,0,0,0,5,0,3,1,0,0,1,1,2,0,0,0,0,2,6,6,4,2,0,2,3,2,8,4,1,0,2,2,6,11,1,5,2,1,6,1,7,7,0,0,1,8,5,7,6,2,0,0,2,8,4,10,10,5,2,3,8,7,3,5,3,2,7,2,14,17,7,0,0,2,6,5,2,2,3,0,2,8,8,3,4,4
15540,Burlington-South Burlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,1,1,1,2,0,1,0,1,2,0,3,1,2,0,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2,0,1,3,1,1,2,1,0,1,3,4,0,0,0,3,0,0,4,3,0,1,4,0,1,4,1,0,3,1,3,3,3,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36500,Olympia-Tumwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7,3,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
36020,Oak Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
